GOGINAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN688817,Long,-3.9302,Lat,52.4176,Elevation,290,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.45,4.5,5.1,3,3.61,5.19,5.28,4.97,4.75,2.55,3.26,5.81,4.8,4.52,5.69,3.03,5.91,4.13,1.62,1.38,0.87,4.78,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,2.45,0.5,2.12,1.3,4.06,3.71,2.28,2.88,4.6,2.54,2.8,3.51,1.34,2.72,2.5,4.37,6.74,1.98,4.35,2.6,4.07,4.98,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,3.33,2.8,1.6,1.2,3.45,3.18,1.68,3.52,2.05,2.4,1.87,3.97,3.33,3.76,1.23,3.36,3.36,1.92,3.09,1.02,2.82,2.97,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,0.95,3.2,2.12,2.06,1.38,0.6,4.25,2.66,3.32,2.5,3.3,3.28,1.45,1.91,1.71,2.93,3.38,2.23,1.67,3.15,1.5,4.4,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,2.5,4.25,3,3.48,4.1,1.68,2.54,1.72,2.79,1.58,0.79,2.2,3.05,1.59,2.36,1.04,4.09,4.23,2.55,2.63,3.31,2.55,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,3.38,4.36,4.25,5.13,2,4.92,1.31,0.53,1.09,1.74,3.47,6.18,1.64,1.28,3.69,2.55,3.4,3.2,4.56,4.86,3.27,6.23,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,5.93,5.25,1.25,2.6,3.49,2.33,4.26,2.55,1.29,3.26,6,4.14,4.53,3.11,4.47,3.9,7.03,1.65,6.75,6.99,3.42,6.28,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,5.56,3.56,5.5,3.21,4.77,5,2.57,3.23,4.5,3.03,1.69,2.63,5.46,7.65,4.17,3.65,7.17,6.1,11.36,1.74,4.73,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,5.5,5.3,9.1,5.8,0.8,9.53,3.55,2.16,8.16,3.41,3.06,7.08,5.14,4.8,5.61,5.22,2.23,4.64,4.18,4.19,1.89,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,4,5.25,5.9,2.55,6.6,2.81,7.16,4.82,4.37,10.24,6.34,7.66,6.52,4.04,5.54,4.35,4.86,6.1,3.64,3.82,2.5,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
