"JEDBURGH SCHOOL",,,,,,,,,,,,
Grid ref,SD654919,Long,-2.533442,Lat,54.321499,,,,,,,
Station no,3071,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.85,5.33,2.71,4.98,3.43,3.93,6.74,5.13,3.14,6.34,,
February,5.55,1.34,2.98,3.27,1.74,1.20,4.82,6.00,1.85,4.79,,
March,5.07,3.40,1.08,3.28,1.14,1.49,4.61,0.92,3.17,1.18,,
April,2.69,4.12,2.89,2.22,2.82,1.28,1.33,2.09,3.76,4.02,,
May,1.19,1.75,1.82,4.63,3.79,2.65,3.71,5.84,1.61,1.75,,
June,1.61,5.78,6.71,5.72,3.87,1.99,2.76,3.40,3.73,3.43,,
July,4.99,1.82,7.06,6.87,1.64,3.00,4.35,3.56,3.88,7.87,,
August,5.20,7.62,6.22,7.58,1.80,10.89,5.63,5.36,1.05,3.10,,
September,5.46,4.14,6.74,9.50,3.43,2.86,5.30,5.78,1.29,4.55,,
October,1.31,3.32,2.13,11.32,2.74,5.04,8.65,5.31,4.74,2.64,,
November,9.15,2.44,6.70,8.63,1.93,1.69,1.77,1.51,5.75,10.45,,
December,13.20,5.11,2.97,8.81,7.75,5.85,4.61,3.19,9.59,7.02,,
Total,61.27,46.17,50.01,76.81,36.08,41.87,54.28,48.09,43.56,57.14,,
Calc annual,61.27,46.17,50.01,76.81,36.08,41.87,54.28,48.09,43.56,57.14,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
