"WEST BALDWIN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4418,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,4.46,4.83,3.41,5.77,7.14,,
February,,,,,,7.43,3.28,4.69,5.56,2.70,,
March,,,,,,2.47,2.75,2.69,2.76,4.51,,
April,,,,,,3.57,4.26,2.83,2.37,2.95,,
May,,,,,,1.78,5.39,2.87,3.33,2.95,,
June,,,,,,1.10,4.11,2.48,3.11,2.42,,
July,,,,,,4.50,3.07,1.88,4.38,1.41,,
August,,,,,,2.06,4.27,7.45,3.13,3.93,,
September,,,,,,2.27,2.36,3.87,8.25,4.11,,
October,,,,,,7.74,9.23,7.23,7.24,4.21,,
November,,,,,,4.32,5.83,5.80,5.40,3.09,,
December,,,,,,10.29,3.96,4.74,9.97,9.19,,
Total,,,,,,51.99,53.34,49.94,61.27,48.61,,
Calc annual,0.00,0.00,0.00,0.00,0.00,51.99,53.34,49.94,61.27,48.61,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,,
