"WEST BALDWIN RESERVOIR - new gauge, 5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SC358831,Long,-4.519785,Lat,54.217239,Elevation,470,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,3.78,8.22,9.15,4.83,6.1,6.94,2.78,8.49,5.78,7.1,8.4,7.1,3.4,11.35,9.75,7.57,5.36,6.97,6.4,14.87,4.96,3.43,6.85,5.27,3.41,6.56,5.82,5.95,5.16,7.01,5.14,7.16
February,,,,,,,,,,2.61,0.89,4.62,0.17,5.3,0.38,6.99,6,9.63,2.59,5.77,3.95,6.01,3.54,4.09,2.91,6.23,5.23,1.44,2.93,2.8,6.3,5.92,1.71,3.26,6.96,4.47,1.35,6.9,8.56,1.77,5.95
March,,,,,,,,,,1.39,4.05,1.09,2.57,4.24,4.62,1.96,3.51,5.42,2.48,6.19,6.12,4.36,5.48,1.15,1.52,2.5,2.69,9.33,3.83,5,5.36,6.5,4.52,0.66,6.28,3.54,2.11,5.5,3.19,4.62,3.04
April,,,,,,,,,,2.11,2.75,2.72,4.37,2.43,3.7,4.92,2.09,5.15,0.69,3.72,5.75,4.63,3.49,3.21,3.1,3.57,1.28,5.18,2.87,4.27,5.28,2.48,2.22,5.33,1.01,4.11,1.46,1.33,1.83,3.27,4.25
May,,,,,,,,,,3.94,2.38,4.51,5.78,2.54,3.94,1.78,3.76,2.49,5.79,1.37,1.92,5.01,4.9,5.07,2.88,4.09,1.73,4.59,3.64,1.3,1.77,6.24,3.42,3.66,4.37,3.43,2.31,4.28,4.02,1.02,3.3
June,,,,,,,,,,2.23,2.82,6.13,3.14,2.7,3.37,4.27,4.02,3.96,7.85,2.9,1.54,0.62,0.69,3.83,3.1,4.01,5.32,5.94,6.19,0.73,2.08,0.84,3.39,3.31,3.66,5.82,4.83,2.22,5.32,3.53,2.15
July,,,,,,,,,,4.01,4.82,4.03,4.1,3.24,0.94,2.05,6.82,5.58,7.17,6.05,5.38,2.83,3.88,3.13,3.95,3.41,3.12,3.84,3.91,4.6,3.72,3.44,2.05,5.68,5.59,2.89,4.18,5.41,4.36,2.93,9.71
August,,,,,,,,,,6.52,6.84,6.05,3.93,1.89,5.64,1.64,4.05,2.5,2.79,1.87,1.62,4.18,6.76,8.43,3.68,1.91,7.08,0.26,7.77,4.38,7.9,6.26,6.84,5.61,5.6,2.23,12.38,5.18,6.22,0.63,3.53
September,,,,,,,,,3.34,1.22,7.18,6.26,6.09,1.88,6.49,6.98,6.25,3.48,4.69,3.1,4.55,3.43,5.04,5.19,8.87,4.36,8.67,4.24,5.51,3.61,12.6,6.53,6.87,7.29,7.47,4.16,5.43,10.11,6.46,1.87,5.47
October,,,,,,,,,12.78,10.04,9.95,3.97,9.87,6.21,9.28,7.63,4.16,6.52,10.7,5.06,6.09,7.29,9.4,6.77,9.33,4.6,0.9,1.56,6.13,8.27,6.03,1.24,7.87,6.57,10.89,4.9,4.56,7.01,4.12,6.9,7.88
November,,,,,,,,,10.58,11.09,7.65,15.81,3.21,3.42,4.83,8.53,7.57,3.32,7.48,7.07,8.58,3.42,2.08,4.19,10.5,0.48,11.18,8.5,4.97,6.83,5.81,10.43,4.83,7.91,11.06,4.27,2.63,5.28,4.78,8.97,10.98
December,,,,,,,,,7.16,11.49,9.11,4.91,8.67,3.21,15.24,6.81,6.87,7.44,6.05,4.76,7.63,3.61,7.99,3.4,5.55,6.77,7.6,4.33,6.55,6.28,5.11,9.55,5.98,3.96,10.2,8.29,5.85,5.51,8.61,12.52,6.51
Total,,,,,,,,,,60.43,66.66,69.25,56.73,43.16,65.37,56.34,63.59,61.27,65.38,56.26,60.23,48.79,64.6,58.21,62.96,47.29,61.77,55.61,69.17,53.03,65.39,66.28,54.97,56.65,79.65,53.93,53.04,63.89,64.48,53.17,69.93
