COCKERMOUTH CASTLE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3647/1,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.44,4.93,,,,,,,,,,
February,3.24,1.83,,,,,,,,,,
March,2.22,3.85,,,,,,,,,,
April,1.64,2.01,,,,,,,,,,
May,4.00,3.33,,,,,,,,,,
June,0.34,1.00,,,,,,,,,,
July,1.74,3.60,,,,,,,,,,
August,4.63,5.90,,,,,,,,,,
September,0.95,7.25,,,,,,,,,,
October,8.40,6.95,,,,,,,,,,
November,3.00,1.25,,,,,,,,,,
December,1.92,4.47,,,,,,,,,,
Total,32.52,46.37,,,,,,,,,,
Calc annual,32.52,46.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
