"HILDENBOROUGH (OLD SCHOOL COTTAGE)",,,,,,,,,,,,
Grid ref,TQ551503,Long,0.220071,Lat,51.230815,,,,,,,
Station no,348/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.50,2.47,1.27,1.51,3.51,4.83,,,,,,
February,6.76,0.95,1.61,2.55,2.06,0.10,,,,,,
March,3.81,3.29,0.42,2.64,1.38,1.05,,,,,,
April,2.96,1.68,2.80,0.32,0.27,1.63,,,,,,
May,2.07,0.99,1.45,1.78,3.98,0.41,,,,,,
June,1.65,1.11,1.98,3.52,2.19,2.95,,,,,,
July,2.65,0.68,2.06,3.27,1.58,4.49,,,,,,
August,5.77,3.20,1.88,3.66,0.88,2.46,,,,,,
September,3.33,3.03,3.82,2.33,2.94,2.77,,,,,,
October,1.22,3.07,3.13,2.44,5.54,1.29,,,,,,
November,5.16,4.80,1.68,4.99,0.96,1.14,,,,,,
December,2.68,2.97,0.86,1.42,2.61,3.51,,,,,,
Total,41.56,28.24,22.96,30.43,27.90,26.63,,,,,,
Calc annual,41.56,28.24,22.96,30.43,27.90,26.63,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
