"ROTHBURY BRINKBURN PRIORY",,,,,,,,,,,,
Grid ref,NZ116983,Long,-1.818944,Lat,55.278704,,,,,,,
Station no,3588/5,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.33,,2.45,4.60,3.87,0.50,2.90,,1.65,1.65,,
February,5.36,,0.78,2.89,3.03,1.28,1.76,,2.09,1.37,,
March,1.20,,1.56,1.89,1.75,2.71,1.70,,4.00,5.55,,
April,2.62,,1.51,1.65,2.33,2.24,2.01,,2.72,3.86,,
May,0.67,,4.18,1.90,1.56,1.65,4.88,,2.24,1.35,,
June,5.67,,2.85,1.98,1.91,0.78,1.83,,0.31,2.67,,
July,1.38,,2.87,4.88,1.08,0.63,1.57,,1.90,2.27,,
August,4.98,,3.25,3.12,2.41,2.72,3.65,,0.82,2.09,,
September,1.56,,1.13,1.53,1.11,3.34,7.18,,3.38,5.86,,
October,4.59,,2.29,6.99,0.50,4.25,,,2.97,3.59,,
November,3.92,,2.28,2.96,3.14,5.84,3.55,,0.44,1.18,,
December,1.23,,5.61,3.22,3.20,0.76,3.15,,1.71,3.58,,
Total,38.51,,30.76,37.61,25.89,26.70,34.18,31.73,24.23,35.02,,
Calc annual,38.51,0.00,30.76,37.61,25.89,26.70,34.18,0.00,24.23,35.02,,
Difference,0.00,NaN,0.00,-0.00,0.00,-0.00,0.00,31.73,-0.00,0.00,,
