LOCH NESS (ABERCHALDER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH552201,Long,-4.401507,Lat,57.2486,Elevation,700,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,2.35,6.25,2.45,5.53,4.29,6.61,8.99,0.83,6.34,3.69,7.95,5.2,7.03,3.68,3.42,7.33,6.54,5.57,0.73,1.34,2.86,2.75,5.35,3.71,3.4,2.79,4.18,5.72,3.74,4.73,4.27,1.74,2.9,1.99,2.52,4.82,3.34,,
February,,,4.5,2.41,2.01,6.72,2.49,1.1,5.5,0.22,0.75,4.27,0.75,3.35,1,7.18,2.38,4.69,3.11,4.64,1.72,2.98,2.23,5.05,3.16,5.48,3.82,0.61,4.45,4.69,5.72,2.99,1.62,2,2.23,3.85,2.86,2.96,,,
March,,,2.3,0.67,0.56,4.71,3.33,1.47,2.51,0.57,1.48,1.25,3.27,1.46,4.87,2.21,1.24,3.42,3.15,3.44,2.93,1.8,0.77,3.96,2.37,2.76,2.02,2.22,3.55,2.61,2.03,2.16,1.7,1.8,2.39,1.24,1.61,3.5,,,
April,,,3.76,2.16,1.55,3.84,2.18,3.58,1.76,2.13,1.64,2.67,4.42,3.42,7.73,3.62,1.97,0.5,0.87,2.84,2.53,1.28,1.69,3.98,2.46,1.18,1.74,8.19,3.3,2.76,6.14,5.61,1.29,3.66,1.31,0.88,1.97,1.06,,,
May,,,4.25,4.61,4.93,4.46,2.65,2.61,2.73,2.65,2.29,3.71,2.88,1.27,3.68,1.48,1.31,1.57,2.84,1.44,1.67,2.28,2.28,3.73,3.79,4.03,1.68,2.54,4.24,2.37,1.22,1.09,2.55,3.09,4.78,3.02,2.09,1.09,,,
June,,,2,1.36,1.87,0.78,2.54,3.56,2.75,2.22,2.48,2.68,0.38,1.6,1.76,3.08,1.26,1.92,3.2,1.56,1.22,0.58,1.06,3.66,3.78,2.95,3.79,3.9,6.77,1.47,2.66,2.57,2.11,4.21,2.02,1.03,2.96,1.84,,,
July,,,3.39,2.4,3.68,4.07,2.43,2.77,2.77,3.59,3.28,4.76,5.02,2.32,3.58,1.19,4.12,3.84,4.35,4.99,9.35,2.51,3.18,2.46,1.49,2.11,5.45,2.57,4.73,1.09,2.43,3.24,2.34,3.8,2.8,0.62,7.01,5.28,,,
August,,,2.85,4.87,6.52,1.46,2.84,3.62,3.79,4.17,2.77,2.63,1.35,2.66,2.47,4.42,2.78,4.8,2.05,1.94,2.05,5.6,4.67,2.1,1.84,1.77,3.89,0.54,6.69,5.76,3.8,4.78,4.6,2.99,2.65,0.43,8.64,5.23,,,
September,,,1.39,3.67,5.65,3.83,5.27,5.75,4.53,1.4,3.99,1.63,4.42,1.12,2.88,5.95,3.77,3.68,4.06,1.7,2.19,1.26,5.24,2.4,4.03,3.25,5.84,4.65,3.85,1.69,7.08,1.33,3.26,2.4,3.41,3.59,4.7,2.53,,,
October,,,2.79,5.05,2.51,1.89,4.83,5.79,5.52,6.05,5.59,3.34,8.66,6.81,6.26,8.75,4.19,2.22,7.02,2.24,4.2,4.3,6.77,4.38,4.98,3.56,0.35,1.63,3.02,2.95,4.01,1.48,3.73,1.17,7.05,5.87,4.36,3.31,,,
November,,1.32,2.43,3.15,1.77,1.16,4.6,4.94,5.86,4.22,6.8,3.28,5.87,1.31,1.61,4.99,2.85,0.6,7.68,4.77,6.57,4.97,2.04,3.65,5.98,0.45,3.04,7.83,4.26,3.02,5.49,4.73,2.88,4.47,4.44,0.89,2.71,2.59,,,
December,,4.66,4.61,3.02,7.42,4.17,2.86,0.98,4.43,7.08,2.93,4.24,4.88,0.3,3.45,1.51,7.75,1.47,3.93,2.45,4.95,5,5.34,2.78,4.99,4,2.75,2.22,4.69,10.12,2.98,6.67,4.03,4.44,7.58,6.42,6.63,5.03,,,
Total,,,36.62,39.62,40.92,42.62,40.31,42.78,51.14,35.13,40.34,38.15,49.85,30.82,46.32,48.06,37.04,36.04,48.8,37.58,40.11,33.9,38.13,40.9,44.22,35.25,37.77,39.69,53.73,44.25,47.3,41.38,34.38,35.77,43.56,29.83,48.06,39.24,,,
