"BOSTON SLEAFORD ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4246,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.49,1.96,,,,,,,,,,
February,0.76,0.47,,,,,,,,,,
March,2.50,0.72,,,,,,,,,,
April,3.81,0.98,,,,,,,,,,
May,2.06,1.27,,,,,,,,,,
June,2.40,0.72,,,,,,,,,,
July,2.93,0.39,,,,,,,,,,
August,1.67,2.88,,,,,,,,,,
September,1.62,0.70,,,,,,,,,,
October,1.67,2.25,,,,,,,,,,
November,0.37,1.31,,,,,,,,,,
December,2.47,1.21,,,,,,,,,,
Total,23.75,14.86,,,,,,,,,,
Calc annual,23.75,14.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
