"MILNROW, BUTTERWORTH HALL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD931124,Long,-2.105757,Lat,53.60811,Elevation,512,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,3.49,4.93,5.31,7.5,3.8,4.56,3.76,3.8,5.64,4.86,12.3,2.4,6.95,5.96,6.02,3.15,3.99,2.09,4.74,4.47,6.77,6.41,2.21,1.82,5.6,6.16,6.71,4.29,5.57,3.86,9.67,2.23,3.51,4.97,5.27,1.73,4.01,2.52,4.6,4.04,4.2,3.47,5.78
February,,,,,,,,,6.82,1.77,4.69,0.45,5.21,7.29,1.44,7.48,3.89,1.85,6.12,0.92,0.85,6.47,0.27,4.6,0.55,6.33,3.15,7.07,2.34,5.76,2.69,5.22,1.61,3.51,2.35,5.57,7.55,0.58,3.38,3.55,5.73,3.54,1.41,2.53,2.95,2.29,1.1,2.57,5.43,0.33,2.46
March,,,,,,,,,2.15,7.2,3.96,3.94,3.59,2.64,1.74,1.89,2.26,5.94,3.4,1.37,3.51,0.4,2.98,3.59,3.2,1.95,3.14,2.7,1.34,3.23,3.7,5.22,3.74,1.56,0.47,1.56,1.58,6.36,1.89,2.09,2.41,5.3,2.65,2.21,2.65,1.8,1.32,3.62,2.19,1.83,1.29
April,,,,,,,,,1.58,2.49,5.78,1.79,3.28,3.91,2.25,3.08,2.59,3.77,1.06,1.54,3.62,3.94,4.22,2.46,3.05,4.84,1.53,2.64,0.66,2.4,3.2,3.14,2.84,2.62,3.21,2.93,1.89,3.87,2.32,4.22,4.16,2.86,3.92,3.48,0.95,1.93,4.18,0.41,1.16,3.74,2.37
May,,,,,,,,,1.97,1.97,6.62,2.94,1.43,4.52,6.04,5.34,4.6,1.82,1.39,3.72,1.98,2.79,5.69,2.14,3.33,1.2,1.33,2.56,4.75,2.41,1.59,2.56,4.44,2.98,3.6,4.41,1.62,2.4,1.59,5.26,2.04,2.15,2.47,2.84,2.75,3.67,1.5,1.58,3.4,1.1,1.93
June,,,,,,,,,1.54,2.21,2.82,0.25,2.81,1.26,3.07,0.11,2.85,4.55,6.84,1.54,2.53,6,0.95,2.79,2.66,4.9,5.91,2.24,5.2,3.43,1.05,0.94,1.23,4.42,3.68,5.5,3.64,3.35,5.17,0.71,2.54,0.8,3.57,2.47,3.07,3.04,2.55,2.31,4.74,3.05,1.27
July,,,,,,,,,5.45,2.6,9.97,2.21,5.42,5.11,4.13,1.86,3.65,3.66,2.02,3.37,6.73,4.29,4.64,3.71,3.27,2.15,4.44,2.55,5.28,7.28,5.59,3.05,4.87,3.16,4.72,2.34,5.41,3.95,2.11,2.16,4.55,4.49,2.48,5.96,4.71,1.04,6.5,4.77,3.49,3.54,7.22
August,,,,,,,,,3.44,3.98,2.94,6.75,5.47,6.08,6.38,3.8,5.21,8.25,5.75,6.09,7.33,6.51,1.49,1.52,3.66,2.04,2.48,2.73,4.48,3.21,2.12,7.78,5.18,6.54,4.1,2.96,6.07,0.45,5.09,3.59,6.7,5.77,4.26,4.66,5.95,1.14,10.42,5.26,5.62,0.41,4.75
September,,,,,,,,2.55,12.49,2,3.44,1.44,3.64,4.69,4.92,3.81,3.68,5.95,0.76,2.5,4.36,4.38,5.4,1.97,4.33,7.93,5.75,1.96,1.81,1.72,5.08,0.71,2.75,5.09,5.17,3.26,7.73,3.42,3.2,1.78,7.42,3.3,3.66,3.05,6.01,2.94,3.36,5.11,4.69,0.37,3.11
October,,,,,,,,8.32,4.04,3.11,1.67,4.2,1.07,6.2,6.46,5.87,4.13,4.51,5.12,5.95,6.38,2.86,7.93,5.29,5.58,11.16,6.27,2.29,11.57,2.67,5.33,5.31,7.07,3.16,5.09,6.9,1,1.05,2.96,5.35,3.03,1.42,5.87,2.48,7.24,2.24,2.92,5.99,4.39,4.27,4.42
November,,,,,,,,,2.22,3.83,2.01,2.8,3.61,7.75,2.69,3.47,6.13,4.91,7.79,8.98,5.97,9.16,3.58,2.55,2.59,6.36,7.44,2.43,6.17,7.97,8.41,3.3,1.36,3.3,8.83,0.69,8.48,7.47,2.39,7.42,5.93,8.56,2.51,4.43,5.86,1.97,1.72,2.48,1.53,4.79,6.85
December,,,,,,,,3.14,9.23,8.5,4.2,7.59,6.29,4.82,6.23,4.02,2.63,1.38,3.48,7.75,3.97,2.4,2.52,0.62,6.64,4.13,4.79,3.31,6.22,4.12,5.12,2.88,4.2,2.55,5.32,3.07,4.3,4.68,4.61,8.35,3.57,8.28,4.5,1.66,6.21,4.98,3.96,4.5,4.3,6.55,4.6
Total,,,,,,,,,54.42,44.59,53.41,41.86,45.62,58.83,49.11,44.53,47.26,51.45,56.03,46.13,54.18,55.16,45.69,34.39,42.85,55.08,50.97,36.95,56.59,50.61,46.09,41.93,44.89,45.05,53.25,43.48,54.84,41.44,44.38,46.71,51.59,51.44,42.57,37.5,52.36,29.56,44.13,42.64,45.14,33.45,46.05
