"SYDERSTONE, THE RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1444,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,1.88,3.87,1.96,1.72,
February,,,,,,,,1.90,1.32,0.85,1.10,
March,,,,,,,,2.03,1.67,0.20,2.01,
April,,,,,,,,2.49,1.34,0.78,2.09,
May,,,,,,,,1.41,2.18,1.28,2.76,
June,,,,,,,,4.09,2.53,1.26,1.62,
July,,,,,,,,2.47,1.89,3.65,5.23,
August,,,,,,,,3.87,2.20,0.92,2.02,
September,,,,,,,,2.92,0.74,0.55,4.02,
October,,,,,,,,2.22,2.85,3.05,1.18,
November,,,,,,,,2.90,2.44,3.75,3.83,
December,,,,,,,,1.87,2.22,4.12,1.64,
Total,,,,,,,,30.05,25.25,22.37,29.22,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.05,25.25,22.37,29.22,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,
