STOCKPORT (BREDBURY SEWAGE WORKS),,,,,,,,,,,,
Grid ref,SJ917920,Long,-2.126368,Lat,53.424727,,,,,,,
Station no,2741/1/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.49,3.06,1.09,3.10,1.91,4.02,1.88,3.38,3.81,5.06,,
February,2.17,1.15,1.76,2.31,1.59,1.01,1.89,4.76,0.39,1.76,,
March,4.29,1.94,2.45,2.00,1.79,1.18,2.64,2.08,1.55,1.58,,
April,2.13,3.12,2.01,0.70,1.63,2.36,0.27,0.82,3.15,1.50,,
May,1.25,1.39,1.54,2.84,2.31,0.97,1.98,2.79,0.72,1.86,,
June,0.99,2.27,2.30,2.52,2.27,2.20,1.96,5.34,2.32,1.67,,
July,3.12,4.56,4.20,4.15,0.69,4.87,4.86,4.45,3.18,4.56,,
August,3.53,2.29,3.04,4.73,1.18,8.07,4.27,4.44,0.19,5.44,,
September,1.84,3.07,2.10,2.85,1.49,1.64,6.00,3.60,0.20,3.71,,
October,0.83,3.37,1.73,4.64,2.25,2.32,3.81,3.06,2.43,3.16,,
November,6.39,2.45,2.82,4.58,1.52,1.56,1.43,1.41,2.26,4.27,,
December,4.79,3.18,1.19,4.03,3.16,3.46,3.53,2.82,4.59,3.24,,
Total,34.82,31.85,26.23,38.45,21.79,33.66,34.52,38.95,24.79,37.81,,
Calc annual,34.82,31.85,26.23,38.45,21.79,33.66,34.52,38.95,24.79,37.81,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
