BURGH (SEVEN GARDENS),,,,,,,,,,,,
Grid ref,TM231516,Long,1.257262,Lat,52.117677,,,,,,,
Station no,1360/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,1.94,3.14,,
February,,,,,,,,,0.22,1.37,,
March,,,,,,,,,1.63,1.66,,
April,,,,,,,,,1.34,0.61,,
May,,,,,,,,,0.28,0.57,,
June,,,,,,,,,0.82,1.88,,
July,,,,,,,,,2.13,3.42,,
August,,,,,,,,,1.34,2.79,,
September,,,,,,,,,0.01,5.05,,
October,,,,,,,,,1.68,5.69,,
November,,,,,,,,,2.57,3.07,,
December,,,,,,,,,3.14,3.50,,
Total,,,,,,,,,17.10,32.75,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.10,32.75,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
