LARGS (WOODBANK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS199607,Long,-4.875252,Lat,55.805903,Elevation,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,5.53,5.54,6.68,5.1,5.24,3.17,5.12,7.92,7.28,5.2,3.11,1.4,7.63,5.02,4.4,3.24,6.6,6.72,8.79,4.92,3.9,5.43,5.35,2.94,5.31,2.47,3.4,5.53,5.87,1.79,2.99
February,,,,,,,,,,,0.19,4.77,0.02,4.8,0.52,5.09,2.75,6.61,2.93,6.61,1.92,5.45,1.72,4.74,1.55,6.04,3.81,0.87,4.96,5.09,5.29,3.36,2.15,2.05,5.93,2.8,1.66,3.47,4,2.01,4.19
March,,,,,,,,,,,2.64,1.3,3.14,3.26,3.25,1.91,3.91,2.21,4.1,3.84,4.22,2.91,4.87,2.29,0.88,3.16,2.82,4.99,4.71,3.29,2.78,3.82,3.76,1.08,3.42,1.39,3.17,4.37,1.41,2.94,2.69
April,,,,,,,,,,,1.69,2.32,4.02,2.39,5,3.06,1.4,2.56,0.28,3.04,2.57,1.66,2.41,3.97,3.17,2.24,2.45,6.2,3.38,6.5,3.75,2.34,2.26,3.19,2.19,4.24,1.21,2.12,2.15,3.63,4.62
May,,,,,,,,,,,2.43,4.43,2.44,2.92,3.48,0.92,2.51,1.44,4.17,1.38,0.92,2.43,3.17,3.36,3.07,4.16,0.88,4.67,2.04,1.78,1.31,1.61,2.1,2.3,3.43,3.74,2.82,1.59,3.7,1.43,2.61
June,,,,,,,,,,,3.37,5.17,1.72,2.77,2.89,2.88,1.96,3.72,6.09,2.22,1.31,1.75,1.99,4.44,3.67,3.92,3.49,3.77,4.49,1.18,2.32,1.87,3.2,1.72,3.37,4.01,3.23,2.65,2.79,3.54,2.25
July,,,,,,,,,,,2.39,4.64,3.65,4.6,3.32,2.29,5.93,4.82,4.46,5.3,3.37,3.81,3.53,2.21,2.9,3.16,3.83,3.53,4.69,1.98,5.2,3.55,3.51,4.19,4.19,1.15,4.41,5.41,4.75,5.42,3.85
August,,,,,,,,,,,6.1,1.87,3.76,4.09,4.21,1.85,3.31,3.23,3.04,2.2,1.54,4.75,6.17,7.79,3.46,2.27,3.11,0,5.26,4.81,5.65,3.94,4.53,4.16,5.51,1.28,5.13,4.17,4.59,1.45,3.33
September,,,,,,,,,,,5.15,1.54,4.25,0.25,5.83,5.04,3.93,3.33,4.28,3.62,4.54,2,6.44,3.55,5.64,5.4,6.73,4.57,7.01,2.04,9.23,4.04,3.62,5.21,6.82,4.6,4.22,2.43,3.99,1.63,4.13
October,,,,,,,,,,,8.17,4.77,6.88,2.78,7.4,9.67,4.97,2.28,10.09,4.15,5.22,4.36,6.61,8.45,6.33,5.89,0.28,2.28,8.09,8.5,4.94,1.75,8.06,4.79,8.45,4.96,3.24,5.38,3.26,5.38,3.3
November,,,,,,,,,,,7.11,7.52,4.13,4.14,1.73,6.06,4.31,1.21,9.5,7.54,7.42,4.74,0.88,3.6,7.2,0.36,6.97,6.38,4.33,6.09,3.75,7.17,2.79,7.41,7.87,2.46,2.35,3.01,2.09,6.09,7.86
December,,,,,,,,,,,4.88,4.46,7.31,1.99,8.92,3.88,6.48,3.5,4.73,3.21,6.37,2.54,7.37,2.43,6.03,4.81,5.36,2.61,7.44,8.64,1.69,8.3,4.95,4.92,5.89,7.31,5.79,6.77,7.22,9.98,6.58
Total,,,,,,,,,,,49.65,48.33,48,39.09,51.79,45.82,46.58,42.83,60.95,48.31,42.51,37.8,52.79,51.85,48.3,44.65,46.33,46.59,65.19,54.82,49.81,47.18,46.28,43.96,62.38,40.41,40.63,46.9,45.82,45.29,48.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,649500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
