HORSMONDEN-BROAD-FORD-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ7135239661,Long,0.447559,Lat,51.13059,Elevation,101,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,2.29,0.69,4.62,4.68,1.45,,,5.71,1.35,3.8,1.24,1.91,,2.99,1.6,2.82,4.97,0.84,3.45,1.44,1.38,3.61,5.02,,2.85,3.13,,,,,,,,
February,,,,,,,,2.91,1.78,2.13,6.83,2.66,,2.36,3.41,1.04,2.42,1.4,1.06,,3.96,1.03,2.59,1.18,4.57,5.42,5.23,0.93,1.05,1.91,,0.72,2.41,,,,,,,,
March,,,,,,,,3.85,3.03,1.57,1.48,2.78,,4.05,1.65,3.47,2.23,1.12,2.74,,1.66,2.42,4.8,3.18,6.25,0.76,3.8,1.56,1.09,4.03,,1.7,2.1,,,,,,,,
April,,,,,,,,2.7,1.27,3.47,1.62,3.57,,2.72,0.9,2.87,1.45,3.23,2.67,,2.29,2.51,0.03,3.01,1.71,1.47,1.56,2.25,2.87,3.3,,1.87,3.77,,,,,,,,
May,,,,,,,,1.67,4.01,2.26,1.33,1.73,,4.72,2.37,1.32,2.15,3.64,1.7,,2.88,1.08,1.13,0.91,1.35,5.15,1.86,2.18,1.35,0.36,,1.42,0.89,,,,,,,,
June,,,,,,,,2.14,2.32,1.09,3.36,2.34,,6.39,1.37,4.65,2.31,1.61,1.94,,2.1,2.3,3.08,0.51,0.77,0.79,3.12,2.28,0.55,0.8,,0.04,1.49,,,,,,,,
July,,,,,,,,0.48,0.56,2.4,2.28,2.29,,4.89,1.55,0.46,0.81,1.32,2.86,,2.87,0.72,1.92,2.71,2.17,3.99,1.1,4.49,4.81,2.75,,0.55,3.13,,,,,,,,
August,,,,,,,,3.19,2.01,1.02,2.57,2.03,,2.35,1.08,2.51,1.18,1.5,4.49,,2.62,1.45,7.27,0.72,0.96,1.95,2.44,5.94,1.04,3.42,,1.69,2.35,,,,,,,,
September,,,,,,,,3.15,0.8,3.23,1.33,1.12,,3.33,1.38,2.41,1.79,1.12,1.53,,0.49,1.29,3.52,3.04,0.95,3.21,1.25,1.33,5.04,1.05,,0.83,3.15,,,,,,,,
October,,,,,,,,0.22,2.98,3.08,2.29,2.1,,8.24,2.3,1.79,4.7,4.9,2.28,,2.29,5.6,3.93,5.4,2.84,1.7,4.81,3.97,2.96,0.74,,3.3,2.14,,,,,,,,
November,,,,,,,,1.63,4.4,5.09,3.61,1.01,,2.9,1.55,4.28,6.25,1.97,0.95,,4.41,5.61,2.38,4.43,4.28,3.76,4.71,1.53,1.91,2.91,,1.68,1.64,,,,,,,,
December,,,,,,,,4.5,3.34,2.69,4.7,5.12,,2.59,3.68,0.64,2.09,3.1,2.84,,3.99,5.93,3.87,1.52,8.75,7.66,3.96,2.75,2.36,3.42,,1.79,3.94,,,,,,,,
Total,,,,,,,,28.73,27.19,32.65,36.08,28.2,,,26.95,26.79,31.18,26.15,26.97,,32.55,31.54,37.34,31.58,35.44,39.31,35.28,30.59,28.64,29.71,,18.44,30.14,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903 Jan estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
