HARTLEY-GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU758565,Long,-0.914075,Lat,51.302585,Elevation,221,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,4.81,2.98,,,0.25,4.82,1.12,3.18,0.49,,1.52,2.26,2.83,2.29,2.46,3.02,0.58,0.74,2.72,1.72,0.52,1.91,3.03,2.27,0.32,2.02,0.72,3.17,2.71,1.28,0.9,2.73,3.28,0.85,5.23,0.85,1.74,1.01,2.48,1.35,3.87,3.91,0.72,3.97,0.98,1.15,3.51,3.73,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.75,1.66,,,2.89,1.68,1.42,3.35,2.93,2.1,1.35,4.51,1.99,3.39,0.48,0.71,1.01,1.98,0.89,0.13,1.17,3.46,1.72,0.22,0.44,2.73,1.31,2.72,5.73,1.87,0.94,1.43,3.43,0.68,2.19,1.72,1.13,0.4,4.25,1.58,2.12,1.05,4.06,4.35,4.77,0.78,1.08,2.45,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.79,1.62,,,3.76,2.21,1.08,0.58,0.74,1.78,0.97,0.81,1.53,1.58,1.77,1.51,3.16,2.28,0.65,1.71,0.99,0.37,1.65,1.26,3.42,3.97,1.06,0.82,1.16,1.89,2,4.15,1.33,4.87,1.58,0.98,3.69,3.99,1.11,1.9,3.53,2.69,4.44,0.87,4.7,1.8,0.76,4.1,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,1.02,0.55,,,1.57,2.37,2.25,2.18,1.8,0.42,2.74,1.16,1.63,1.11,1.39,1.46,1.68,1.87,2.27,0.7,0.88,0.04,1.44,1.39,0.81,1.09,1.58,2.59,1.2,2.06,1.09,2.12,1.36,1.81,0.68,4.9,4.18,1.7,2.33,1.38,0.03,2.81,1.02,1.14,0.92,1.67,3.22,2.15,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,2.61,1.43,,,0.62,1.75,4.07,4.24,0.72,0.98,1.72,2.1,0.59,3.06,3.26,1.53,1.46,3.19,2.57,3.57,0.84,0.76,1.97,0.35,0.26,1.06,2.75,1.27,1.59,0.62,2.9,3.14,3.4,0.68,2.33,1.87,1.65,1.46,2.17,3.2,2.1,2.07,1.02,3.57,2.03,1.01,1.46,0.11,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.1,0.89,,,2.27,2.39,1.84,3.62,3.4,2.07,2.51,1.56,2.02,1.85,0.87,1.34,2.64,0.87,2.57,0.84,1.86,0.68,2.17,0.59,2.73,2.21,1.81,1.33,2.01,1.82,3.48,5.58,0.92,5.09,2.22,2.3,1.05,4.76,3.45,1.83,5.15,0.43,1.04,1.17,2.62,3.59,0.85,0.93,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.59,1.5,,,0.98,3.31,1.71,3.85,4.47,1.42,1.85,1.73,2.44,0.12,1.81,0.72,4.57,1.54,4.34,2.68,2.18,2.22,4.13,4.52,0.9,1.52,0.55,0.46,0.52,2.46,1.33,3.43,2.07,1.06,0.56,1.22,1.64,2.7,2.6,0.25,1.75,0.71,2.36,4.3,0.71,5.6,4.75,1.79,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,0.71,1.73,,,2.22,1.52,4.09,5.04,0.54,6.18,1.32,0.26,0.91,0.8,0.66,2.18,2.44,1.85,2.67,3.17,4.19,2.29,2.74,1.86,2.87,3,1.13,0.67,2.83,2.65,3.51,3.08,2.14,2.57,1.29,2.65,3.43,1.67,2.43,0.47,6.77,1.04,1.34,2.19,4.32,4.76,1.18,2.65,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.25,2.7,,,4.44,2.34,0.93,2.37,5.18,2.18,3.3,3.33,2.14,4.22,1.66,2.4,1.29,0.97,0.56,1.63,2.91,1.11,2.08,1.39,5.56,1.99,0.86,1.92,0.81,1.15,0.38,2.43,1.26,2.42,0.91,0.67,1.6,3.61,0.56,1.26,3.7,2.16,1.12,3.08,2.06,2.15,4.77,2.11,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,3.84,1.88,,,1.86,1.92,3.04,0.85,5.49,2.19,5.64,2.19,0.92,3.58,3.96,1.25,1.75,3.29,0.98,7.27,3.77,3.45,4.28,3.2,2.59,0.96,3.74,2.78,2.38,2.94,1.74,7.74,1.86,1.66,5.59,6.43,2.29,6.49,4.32,2.85,3.47,4.83,2.11,3.9,4,3.68,1.34,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
