"SEDBERGH, (BRIG FLATTS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.80,0.39,4.18,8.32,8.32,3.96,6.74,4.42,2.97,4.12,,
February,4.62,4.49,5.05,4.06,2.95,6.22,2.04,3.35,1.12,3.49,,
March,3.55,5.19,5.57,2.06,3.51,5.73,5.53,2.74,3.67,4.09,,
April,1.90,1.58,4.59,2.34,1.21,3.37,4.19,2.66,2.69,2.04,,
May,2.38,4.82,1.97,2.27,4.18,2.07,4.85,1.82,2.31,2.70,,
June,4.52,5.69,6.01,4.82,0.42,3.06,2.15,0.29,1.90,1.87,,
July,6.20,7.87,7.85,4.62,4.79,2.92,7.13,2.53,5.92,3.82,,
August,1.91,7.24,3.50,4.46,1.19,3.27,2.89,2.30,4.41,6.15,,
September,4.63,1.98,2.78,4.54,5.12,6.71,6.69,5.95,2.21,2.85,,
October,2.05,3.62,3.68,7.00,3.64,4.50,7.05,2.13,4.57,6.38,,
November,7.52,6.63,6.84,6.58,2.73,3.96,6.38,3.34,5.80,2.22,,
December,8.82,6.56,5.64,4.43,7.77,2.61,7.42,4.07,3.54,4.49,,
Total,48.90,56.06,57.66,55.50,45.83,48.38,63.06,35.60,41.11,44.22,,
Calc annual,48.90,56.06,57.66,55.50,45.83,48.38,63.06,35.60,41.11,44.22,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
