FETLAR  THE MANSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,HU608906,Long,-0.891823,Lat,60.59423,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,,6.56,3.17,3.95,4.74,4.26,4.72,4.15,4.22,4.18,3.18,5.04,3.97,2.95,2.53,2.62,4.23,4.88,1.12,2.29,3.63,4.81,4.08,2.32,,,,,,,,
February,,,,,,,,,,,2.72,1.87,2.66,3.88,3.18,3.58,4.85,2.81,2.88,1.24,2.79,3.78,4.51,2.76,2.54,2.7,3.09,1.14,2.63,1.82,3.36,2.11,2.65,,,,,,,,
March,,,,,,,,,,,1.31,3.26,4.95,5.23,2.09,2.82,2.85,3.3,3.11,3.78,2.69,2.36,3.32,4.13,4.26,2.46,3.4,4.08,0.86,3.03,4.02,5.57,2.1,,,,,,,,
April,,,,,,,,,,,3.05,2.6,3.08,2.7,4.09,2.95,1.78,2.48,1.88,2.1,7.16,2.9,3.33,2.48,1.09,2.5,1.47,2.5,1.59,3.2,2.16,2.5,4.41,,,,,,,,
May,,,,,,,,,,,2.28,0.43,2.69,1.07,2.31,2.18,3.44,1.75,1.87,2.02,2.24,2.41,3.68,2.33,2.49,0.91,4.82,1.41,0.96,0.45,3.41,2.33,2.99,,,,,,,,
June,,,,,,,,,,,1.22,2.33,2.37,2.32,1.72,1.4,1.11,3.25,2.49,1.74,1.21,2.36,1.29,1.33,0.75,0.93,2.34,1.61,2.42,2.3,0.61,0.78,1.36,,,,,,,,
July,,,,,,,,,,,2.73,0.79,2.02,2.13,1.17,2.67,3.71,0.87,1.92,3.52,1.09,1.68,2.37,0.4,2.1,1.59,1.81,0.97,2.99,1.48,2.84,1.01,3.11,,,,,,,,
August,,,,,,,,,,1.3,1.91,4.86,2.05,3.38,3.32,3.43,2.98,3.85,2.26,2.42,2.86,3.88,4.64,1,1.12,1.46,0.36,2.32,3.67,3.25,0.87,1.49,3.13,,,,,,,,
September,,,,,,,,,,3.82,3.59,3.27,1.96,3.22,2.49,1.82,2.56,3.08,3.35,1.5,1.52,2.85,1.97,1.47,1.73,1.06,1.12,5.11,3.52,4.61,1.86,1.7,2.54,,,,,,,,
October,,,,,,,,,,4.35,4.34,4.17,2.53,6.42,4.91,3.33,3.5,3.95,1.31,4.58,1.62,1.5,4.18,3.67,2,1.21,3.78,6.96,2.35,2.53,0.57,3.86,1.6,,,,,,,,
November,,,,,,,,,,4.99,4.86,2.09,1.97,3.4,3.68,3.93,3.1,5.93,4.61,3.67,6.28,5.26,4.32,4.83,4.28,3.25,3.55,3.85,3.24,3.74,4.69,2.57,3.32,,,,,,,,
December,,,,,,,,,,5.3,6.33,4.59,4.24,2.65,3.97,2.94,4.76,3.72,4.59,4.79,4.85,5.44,4.81,4.03,7.02,4.43,4.14,3.01,3.23,3.98,2.69,4.16,3.03,,,,,,,,
Total,,,,,,,,,,,40.9,33.43,34.47,41.14,37.19,35.77,38.79,39.21,34.45,34.54,39.35,38.39,41.37,30.96,32,26.73,34.76,34.08,29.75,34.02,31.89,32.16,32.56,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1900 Sheet gives: ""Hyd. Sta. No. 93 - 760153"" & ""NGR HU (411) 609907"" which locates The Manse;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
