BARDEN RESERVOIR,,,,,,,,,,,,
Grid ref,SE035563,Long,-1.948093,Lat,54.002717,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.48,3.08,3.29,4.62,4.38,2.31,5.24,2.16,3.60,2.18,,
February,5.05,1.84,1.64,5.61,3.82,3.32,3.16,2.54,3.47,3.24,,
March,0.94,2.98,3.05,6.40,2.41,3.22,3.16,4.00,4.16,3.84,,
April,2.62,3.17,2.13,2.64,3.92,2.92,1.86,3.01,3.16,3.76,,
May,1.64,1.31,3.06,3.11,4.02,0.58,4.20,3.83,2.96,2.76,,
June,3.68,1.66,1.24,2.24,2.14,2.55,2.11,6.45,2.81,2.80,,
July,3.34,1.84,3.42,4.89,2.02,1.55,2.84,2.86,5.05,5.85,,
August,6.29,3.37,2.63,5.83,4.53,4.34,4.84,4.37,3.59,3.20,,
September,1.81,1.78,1.66,5.17,1.33,3.16,1.22,1.03,4.76,3.67,,
October,6.81,2.88,4.13,10.13,1.63,3.03,5.76,5.68,2.17,3.95,,
November,5.87,5.06,2.89,3.37,4.51,5.06,5.27,2.61,3.30,1.97,,
December,5.21,6.38,4.12,2.88,3.42,1.25,3.74,5.96,3.23,6.41,,
Total,48.74,35.35,33.26,56.89,38.13,33.29,43.40,44.50,42.26,43.63,,
Calc annual,48.74,35.35,33.26,56.89,38.13,33.29,43.40,44.50,42.26,43.63,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
