BARDEN RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE035563,Long,-1.948093,Lat,54.002717,Elevation,746,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,1.85,5.98,6.66,1.56,1.7,0.49,4.61,5.97,7.91,3.09,6.55,2.6,2,2.07,4.86,3.03,3.87,1.7,4.68,4.39,2.62,2.28,3.89,6.79,5.29,2.93,3.19,4.7,4.37,2.35,5.13,2.11,3.45,2.12,6.88,1.42,5.24,5.29,3.28,6.9,5.04,3.68,3.53,4.55,5.26,7.42,3.98,4.2,3.27,4.9,4.67,5.27,9.86,2.5,6.97,3.88,4.73,3.17,3.93,2.48,5.06,4.65,8.48,6.66,2.17,3.7,5.67,5.5,6.78,4.15,4.84,4.59,9.07,2.44,3.58,4.02,4.38,1.64,3.91,2.98,6.52,5.31,4.3,4.08,6.76
February,,,,,,,5.15,3.96,1.91,2.88,3.57,6.12,2.99,2.8,4.62,3.2,1.64,1.42,1.47,2.35,0.9,0.56,3.13,5.36,6.68,1.05,1.73,2.89,4.9,2.31,5.05,1.83,1.6,5.66,3.73,3.08,3.01,2.51,3.33,3.27,4.63,5.36,2.59,2.13,2.96,4.66,5.8,1.14,6.82,1.64,3.63,0.46,5.53,5.91,1.32,6.45,4.46,1.75,5.96,1.06,0.66,5.73,0.37,5.85,0.35,8.49,2.72,7.5,2.88,4.98,2.47,4.02,2.24,3.8,2.58,6.05,5.91,5.37,3.47,3.3,7.93,3.7,1.27,3.83,3.6,2.77,2.8,3.66,9.79,0.95,3.97
March,,,,,,,5.09,4.16,2.56,2.93,2.89,5.29,5.55,1.27,3.2,2.24,3.89,1.53,3.72,3.28,4.46,2.9,1.49,1.22,3.81,3.23,5.32,5.64,2.28,2.35,0.92,2.94,2.94,6.37,2.38,3.2,3.02,3.9,4.06,3.73,0.86,2.54,5.53,5.72,5.56,1.83,3.5,3,1.67,4.28,3.1,3.22,3.31,2.43,1.61,1.32,2.18,3.76,3.13,0.52,2.8,0.8,3.12,2.34,3.39,1.87,2.49,3.25,2.48,2.92,3.32,4.18,3.19,1.54,0.7,2.4,1.25,7.05,2.24,1.72,1.92,3.71,1.97,1.46,3.14,2.7,2.29,4.4,2.19,2.54,2.36
April,,,,,,,2.64,3.37,2.51,1.67,3.13,1.65,4.93,3.08,1.7,2.37,3.21,1.85,3.05,2.81,1.46,1.81,2.33,0.96,2.43,2.36,2.55,2.5,3.54,3.33,2.65,3.1,2.08,2.65,3.98,2.88,1.77,2.83,3.15,3.64,2.7,2.62,1.22,3.77,1.33,2.11,3.2,2.21,0.98,2.4,4.06,1.35,3.12,3.51,2.02,3.66,1.63,4.64,1.06,1.97,3.01,3.8,4.31,2.06,3.31,4.08,1.37,3.4,1.05,2.18,3.24,2.25,1.68,2.81,3.56,3.44,2.07,4.56,2.88,3.48,4.52,1.47,1.67,3.21,1,1.93,2.34,0.62,1.7,4.4,3.24
May,,,,,,,0.9,3.05,5.91,1.58,2.39,3.63,1.89,0.93,3.63,3.28,4.04,2.48,1.26,2.26,2.63,2.29,4.1,2.67,2.15,0.39,0.62,1.94,3.03,4.04,1.65,1.33,3.07,3.07,3.92,0.57,4.05,3.73,2.92,2.67,2.57,1.46,2.68,3.2,2.66,1.73,2.73,2.06,1.93,1.63,4.3,1.82,1.63,4.35,5.84,5.14,4.01,1.69,1.75,2.3,2.05,3.07,3.99,2.57,2.9,1.66,1.18,3.22,3.62,0.97,1.94,1.81,3.37,3.38,2.12,4.49,2.2,3.83,1.38,3.04,2.22,2.44,1.38,1.89,3.4,4.77,2.2,1.5,5.5,1.03,1.7
June,,,,,,,2.23,1.76,3.9,4.19,4.31,2.49,4.8,3.05,0.36,3.07,1.74,0.16,2.15,0.76,3.76,1.16,4.58,3.38,2.85,2.8,3.29,4.24,3.07,2.12,3.83,1.69,1.25,2.22,2.14,2.48,2.03,6.31,2.61,2.77,2.97,3.09,6.9,2.47,2.83,0.73,3.11,2.43,1.56,1.25,2.56,0.41,2.61,1.12,2.4,0.09,3.57,4.13,5.42,1.65,2.47,7.32,1.11,3.59,2.62,4.69,4.46,3.09,4.4,3.53,0.59,0.56,1.07,4.34,4,4.31,3.08,3.24,3.87,0.74,3.52,1.04,2.72,2.98,4.34,3.57,2.76,2.1,6.5,2.71,1.64
July,,,,,,,3.75,6.29,1.26,5.81,6.94,5.57,4.93,4.63,6.43,1.79,3.58,1.7,6.84,3.44,4.18,4.48,2.17,5.29,3.86,6.11,4.24,2.68,1.18,2.13,3.43,1.91,3.51,4.79,2.03,1.53,2.73,2.82,4.86,5.41,4.37,1.14,5.11,1,3.77,4.26,3.51,1.88,5.07,2.44,6.45,2.89,5.59,4.62,4.85,1.77,3.59,5.14,2.39,3.62,5.35,5.78,6.18,3,2.57,1.84,5.22,2.96,4.17,6.79,4.78,2.13,3.95,2.76,3.46,2.93,4.46,2.99,1.08,3.08,4.05,2.09,2.26,5.98,5.57,1.14,4.83,4.87,4.57,2.71,9.15
August,,,,,,,3.29,5.4,6.34,6.79,2.41,6.51,3.74,3.57,1.64,1.32,2.24,1.83,4.58,7.32,6.94,7.48,6.34,4.34,4.43,4.17,2.07,5.62,5.73,2.06,6.26,3.15,2.72,5.91,4.61,4.15,4.6,4.32,3.53,3.01,6.6,3.24,6.79,2.4,2.98,3.18,4.29,8.03,3.98,3.17,2.83,5.85,4.46,5.71,5.81,5.46,5.72,7.78,6.55,5.22,4.99,4.36,1.62,1.47,3.45,1.79,3.24,1.97,5.06,1.67,2.59,6.45,3.94,5.96,2.62,3.22,8.81,0.61,4.72,3.38,6.69,3.38,6.56,5.58,8.81,1.4,9.77,6.27,5.55,0.68,4.09
September,,,,,,,4.62,3.36,5.27,1.74,4.25,2.83,3,6.89,3.52,4.95,3.56,6.74,1.25,2.54,2.95,2.7,3.07,4.08,0.53,2.1,5.7,4.78,1.1,6.29,1.79,1.77,1.69,5.25,1.32,3.02,1,0.95,4.5,3.56,0.36,3.93,2.28,1.77,2.33,0.79,2.22,2.49,9.56,2.1,1.79,2.68,4.68,5.02,4.68,3.6,3.4,6.27,0.75,1.73,3.9,3.21,5.49,1.78,3.1,7.39,4.18,1.84,1.82,1.25,4.95,0.94,2.96,4.72,6.93,3.44,6.79,2.63,3.07,0.83,6.71,2.37,4.46,3.99,4.99,3.02,5.07,5.81,5.78,0.36,4.16
October,,,,,,,2.9,6.8,4.64,2.72,4.22,4.82,5.2,6.53,3.46,5.85,5.35,2.64,1.29,5.71,3.13,4.69,7.7,4.95,4.85,5.66,4.15,2.15,6.35,3.54,6.7,2.94,4.19,10.03,1.63,3.06,5.63,5.7,2.23,3.62,4.32,3.85,4.7,1.9,2.74,1.4,10.08,5.39,3.16,3.06,2.78,3.72,0.73,6.74,4.54,4.81,4.65,5.46,5.94,6.54,5.82,2.26,7.17,3.78,5.7,9.41,4.37,1.99,10.87,3.2,3.76,6.65,5.44,3.47,4.43,7.41,2.05,1.39,3.04,5.37,3.21,1.05,4.13,2.56,9.26,3.56,2.78,6.63,3.93,4.49,4.94
