LOCHGOILHEAD ( ARDGOIL ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN201014,Long,-4.899292,Lat,56.17119,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,7.93,13.96,19.5,11.15,12.76,9.54,10.29,17.01,15.7,20.53,3.31,14.82,11.06,17.95,10.86,15.7,6.72,7.71,14.47,14.94,6.47,2.99,1.41,9.31,10.57,12.64,3.94,13.77,10.34,13.28,12.64,7.55,8.45,7.3,7.05,9.09,4.49,6.71,12.58,8.58,4.06,6.93
February,,,,,,,,,,1.54,11.89,4.01,10.78,11.6,3.65,9.74,9.53,6.37,9.39,3.95,0.96,9.76,0.09,9.11,2.78,12.29,5.06,9.52,7.52,13.6,4.3,9.3,2.93,12.18,4.89,14.66,7.39,1.15,10.13,11.54,9.89,6.8,3.65,4.94,6.83,4.17,2.97,6.38,4.63,4.11,9.4
March,,,,,,,,,,9.5,10.08,15.54,3.25,4.97,0.91,4.89,10.46,8.01,12.67,1.77,5.1,2.01,4.9,5.77,5.9,5.37,6.17,3.12,11.77,7.63,7.57,3.52,6.33,5.72,2.14,7.84,4.53,5.09,10.53,4.92,6.08,5.99,6.6,3.51,6.11,2,4.63,8.19,2.32,8.06,3.9
April,,,,,,,,,,5.92,4.88,3.07,5.9,7.52,6.06,11.77,3.42,8.12,5.01,3.51,4.37,4.35,9.19,5.81,6.92,6.39,3.04,3.82,1.62,4.65,4.15,5.06,4.61,8.7,4.43,4.44,3.25,12.7,7.17,13.06,6.82,6.5,3.52,4.69,4.04,5.19,3.3,2.93,3.17,8.56,9.51
May,,,,,,,,,,1.77,9.28,5.46,8.26,4.21,5.91,12.32,5.83,5.1,1.83,8.16,4.62,6.86,3.6,3.94,6.18,1.13,2.54,3.26,4.73,1.76,1.75,3.66,5.22,4.61,6.75,5.98,1.47,4.87,3.11,4.11,2.85,2.18,1.7,3.61,3.93,4.88,5.7,2.77,6.02,2.78,5.17
June,,,,,,,,,,5.99,3.08,1.61,4.74,3.33,5.29,1.55,6.06,6.21,6.44,6.16,4.36,7.84,3.13,5.97,2.6,6.01,2.64,5.23,9.67,4.03,1.79,2.15,3.55,7.46,8.17,8.54,5.65,5.5,7.39,1.98,3.92,2.78,5.11,1.19,5.47,4.93,4.59,3.72,2.77,5.57,6.74
July,,,,,,,,,,2.79,5.8,6.26,6.46,9.99,8.73,2.96,4.19,5,7.58,5.83,4.64,7.01,8.06,6.09,4.04,3.64,8.35,6.69,6.19,8.46,4.61,3.87,8.2,4.29,4,6.8,5.94,7.71,6.43,3.72,10.53,5.49,4.56,8.33,5.65,1.55,6.47,6.52,4.57,9.84,7.95
August,,,,,,,,,,6.26,7.69,8.36,4.93,9.66,7.87,5.46,8.39,7.4,7.23,8.39,9.28,2.35,4.58,6.96,6.96,5.24,5.24,4.67,3.68,2.47,5.58,9.34,10.57,11.06,6.2,2.97,5.81,0.04,9.7,6.4,9.78,6.39,7.74,8.11,6.1,1.42,5.81,5.78,8.71,3.83,5.88
September,,,,,,,,,,7.68,5.97,6.08,5.1,12.52,10.08,6.59,5.24,9.41,6.52,4.16,5.96,3.21,8.44,1.64,13.16,12.96,6.11,5.77,9.32,5.02,6.89,3.78,11.67,8.04,6.3,9.71,10.79,8.81,12,3.77,15.66,5.9,6.27,12.02,10.93,8.2,7.27,5.35,8.07,3.37,4.49
October,,,,,,,,,,1.87,4.38,9.12,4.08,16.22,6.34,9.04,12.32,10.9,13.91,12.16,15.32,8.12,11.52,6.76,14.99,18.03,12.04,3.37,18.37,4.67,13.11,9.59,12.79,19.28,8.19,8.57,0.95,4.69,14.78,12.7,10.04,2.9,9.3,6,13.96,7.7,5.55,9.1,9.46,10.28,6.31
