GRETTON-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP9007893966,Long,-0.67339246,Lat,52.536117,Elevation,360,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.68,1.27,2.11,1.38,2.32,1.56,3.39,1.86,1.99,2.73,1.36,1.82,1.01,2.79,2.01,3.31,1.33,2.06,1.93,1.01,1.27,1.42,1.46,4.26,3.09,2.44,5.24,2.9,3.7,2.28,3.53,1.9,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.69,1.27,2.58,3.4,0.66,1,2.27,0.87,0.48,2.29,3.1,0.42,2.17,2.12,2.39,1.73,0.65,0.9,2.79,0.19,2.55,0.45,1.76,1.91,3.2,0.7,0.59,2.1,2.2,0.87,0.54,1.41,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,3.47,2.62,0.98,3.59,1.16,0.72,3.27,2,0.67,1.44,1.84,0.76,0.94,0.65,2.07,1.44,0.1,1.68,0.33,1.33,2.75,1.25,0.62,1.47,3.92,0.29,1.63,1.61,3.64,1.45,0.83,0.18,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.62,0.8,1.12,0.88,1.34,2.61,1.32,4.9,1.07,2.72,1.83,1.88,1.5,2.13,1.78,1.01,1.16,3.01,2.98,3.12,0.82,1.69,3.05,2.77,2.69,0,2.37,1.77,1.56,0.74,0.95,2.28,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.48,1.11,2.21,1.77,1.66,2,0.96,1.18,1.63,1.07,1.1,2.57,2.55,1.38,0.96,1.55,1.16,2.81,1.74,3.92,,0.63,0.73,1.53,2.79,2.1,0.6,1.88,2.84,2.69,2.61,1.11,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.92,2.39,1.15,1.63,3.49,0.33,1,1.88,0.87,1.15,0.62,1.93,0.02,1.63,3.58,2.62,1.12,0.87,2.21,0.58,,0.66,4.06,3.63,1.31,1.37,1.49,0.8,1.33,1.16,1.33,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.04,1.52,3.98,1.72,1.05,2.48,2.95,3.02,0.25,4.57,3.11,2.13,1.69,2.09,2,1.44,1.17,3.2,2.62,5.52,,1.23,0.25,4.63,2.06,2.39,2.78,4.62,3.36,2.66,0.84,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.97,1.47,1.72,,6.72,0.91,2.39,1.45,2.77,4.76,1.6,1.92,1.29,0.99,4.71,1.4,1.12,2.45,2.36,1.86,,1.13,1.94,0.74,0.46,2.94,5.05,0.3,4.16,1.82,2.16,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,1.54,0.75,1.26,,1.55,4.14,1.63,1.85,0.92,2.18,2.33,2.49,3.05,1.71,4.26,0.72,0.99,3.62,2.29,3.84,,2.03,2.83,2.14,0.98,0.92,1.08,1.37,0.44,0.66,2.35,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.31,2.35,1.6,2.28,2.82,1.39,1.43,1.18,1.87,1.01,3.64,4.3,2.61,2.05,1.89,5.45,3.02,1.13,0.54,3.13,,1.2,3.28,0.69,2.51,1.81,3.91,5.27,1.56,2.67,1.86,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,2.61,2.4,2.69,3.21,0.74,1.94,1.95,1.07,1.89,1.2,1.37,1.88,1.73,3.19,3.46,2.73,4.77,2.09,2.12,1.85,,1.81,3.85,2.69,1.85,3.23,3.13,5.6,2.72,2.44,1.17,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,0.75,4.81,4.39,2.58,0.8,1.79,3.71,2.05,1.51,2.07,1.94,1.79,1.95,0.67,,1.86,3.99,1.27,0.73,0.59,,4.17,3.09,1.8,2.87,3.45,1.59,1.86,0.78,1.66,0.85,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,23.08,22.76,25.79,,24.31,20.87,26.27,23.31,15.92,27.19,23.84,23.89,20.51,21.4,,25.26,20.58,25.09,22.64,26.94,,17.67,26.92,28.26,27.73,21.64,29.46,30.08,28.29,21.1,19.02,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
