RAPHOE CONVOY HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IC2117701042,Long,-7.670978,Lat,54.856858,Elevation,110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,2.72,4.31,6.95,5.6,3.71,4.59,2.51,6.39,5.8,1.77,3.6,0.87,3.81,2.35,3.1,4.23,4.7,2.8,3.4,3.58,5.5,3.75,5.7,3.5,8,5.5,2.45,1.5,2,3.79,3,,,,,,,,,
February,3.28,2.67,3.2,1.25,2.14,1.19,4.88,4.66,1.89,2.17,3.67,4.44,3.98,3.88,4.38,3.94,3.18,3.6,1.29,3.89,0.65,0.2,2,2.12,6.75,0.6,2.4,3.55,4.6,1.87,3.15,,,,,,,,,
March,1.67,4.31,3.07,2.78,3.25,1.84,6.06,3.69,2.97,2.9,3.35,4.12,4.23,3.23,4.03,3.41,3.3,2.14,4.5,3.15,3.15,4.75,1.3,2.12,2.65,6.27,6.3,5.1,1.3,2.43,1,,,,,,,,,
April,2.34,3.17,2.03,0.78,3.26,1.22,3.05,1.63,2.44,2.57,5.15,2.18,3.01,2.47,2.07,2.27,2.92,1.91,2.25,3.95,1.97,1.75,1.15,1.3,3,2.4,3,2.23,3.38,4.69,2.5,,,,,,,,,
May,2.09,1.22,2.67,2.81,2.63,2.52,0.81,1.55,4.76,3.28,2.29,1.52,2.33,2.5,4,3.25,3,2.53,2.75,3.86,1.55,4.83,4.8,2.2,4.18,0.75,0.82,2.5,3.25,3.69,2.75,,,,,,,,,
June,2.01,2.8,4.95,1.43,2.08,3.89,3.36,3.8,4.82,5.2,5.03,4.85,4.95,1.5,1.6,2.29,3.6,0.73,5.5,0.6,3.2,2.6,2,2.85,2.4,2.9,4.75,6.11,2.5,2.21,3.75,,,,,,,,,
July,2.13,5.7,1.58,4.33,2.71,2.71,2.18,4.68,0.56,5.92,4.95,3.25,6.07,4.63,7.5,2.19,3,4.13,5.86,3.4,3,3.25,1.25,3.45,5,3.58,5.06,2.39,0.75,2.17,2.75,,,,,,,,,
August,2.77,2.25,4.73,6.49,5.65,3.04,3.64,4.85,4.29,3.52,1.9,4.37,3.88,5.5,4.9,2.46,2.23,4.45,5.35,7.05,5.3,7.5,5.4,4.85,3.05,6.8,3.5,3.5,4.5,2.05,3.35,,,,,,,,,
September,4.68,3.57,9.04,4.01,4.88,3.16,3.87,3.45,4.18,3.45,4.18,3.35,3.85,3.17,5.1,6.33,5.28,5.15,1.75,2.43,3.55,4.39,4.38,4.38,0.5,1.87,4.23,2.35,3,4.76,3.15,,,,,,,,,
October,8.47,4.06,4.61,5.5,6.56,4.88,5.26,6.8,5.84,2.52,4.18,4.61,4.52,3.21,6.25,5.35,5.05,3.75,3.1,6.15,3.12,5.86,6,6,3.3,3.81,2.92,0.25,3.18,1.72,5.51,,,,,,,,,
November,4,3.52,4.15,2.41,3.63,5.49,3.63,7.27,4.43,2.09,6.05,6.63,9.07,5.18,6.2,3.2,5.25,3.9,5.75,2.43,8,4.8,5.45,4.85,5,5.5,1.25,2.75,4.35,3.18,5.67,,,,,,,,,
December,2.84,5.42,3.77,2.52,5.31,4.12,6.16,5.54,3.46,2.91,4.58,5.5,5.44,4.85,7.12,3.56,6.85,4.25,4.73,4,1.7,5.7,6.7,6,6.5,6.8,3.3,4.75,5,5.74,7.14,,,,,,,,,
Total,39,43,50.75,39.91,45.81,38.65,45.41,54.31,45.44,38.3,48.93,45.69,55.14,42.47,56.25,42.48,48.36,39.34,46.23,44.49,40.69,49.38,46.13,43.62,50.33,46.78,39.98,36.98,37.81,38.3,43.72,,,,,,,,,
