RIVINGTON GAMEKEEPER'S (NEW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD640209,Long,-2.546537,Lat,53.683308,Elevation,850,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,2.96,5.4,3.65,3.98,2.23,6.13,2.47,3.72,2.74,5.68,1.67,3.4,4.27,3.53,6,3.86,3.07,2.97,5.05,4.88,7.7,3.72,5.21,3.76,3.28,5.62,5.08,11.4,2.08,6.44,5.84,5.45,3.27,3.63,2.81,4.62,3.56,5.08,5.12,2.68,1.88,5.1,5.74,6.01,4.6,4.85,4.49,9.31,3.1,3.63,5.25,4.45,2.5,5.15,2.55,5.75,3.6,5,3.25,6.35
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,2.14,3.22,4.48,4.74,2.43,4.25,2.66,4.25,1.81,4.55,4.78,2.14,1.74,3.3,6.62,2.93,1.41,5.38,1.12,3.66,0.36,5.47,7.26,1.2,7.54,4.85,2.04,4.95,1.22,0.4,4.92,0.13,3.33,0.36,6.2,2.81,5.68,1.75,4.55,2.61,5.74,2.29,3.33,2.21,5.38,6.07,2.2,2.71,3.04,5.38,3.95,1.8,1.8,3.55,2.3,0.85,3.35,8.3,0.98,3.95
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,3.95,3.42,5.14,2.89,3.85,4.11,3.79,3.55,3.53,1.16,2.1,7.03,5.61,5.51,2.09,1.73,2.54,1.91,4.99,4.45,3.79,2.74,2.03,1.85,2.13,1.98,5.27,3.43,1.62,2.97,0.96,3.04,3.2,2.77,1.49,3.2,2.11,1.82,2.24,2.9,3.63,3.4,1.35,0.92,1.82,0.96,7.83,2.31,2.51,2.57,4.98,2.48,2.35,3.35,2.1,1.85,4.1,2.5,1.99,1.43
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,3.12,3.04,2.3,3.32,3.32,2.3,2.17,2.56,4.74,3.68,3.79,0.89,5.64,1.48,2.51,4.12,2.34,1.35,2.94,5.9,2.6,2.8,4.25,2.05,2.97,1.84,3.34,1.48,1.22,2.44,3.93,3.4,2.01,3.14,3.66,1.19,3.8,0.69,3.2,2.81,1.85,2.38,2.74,2.41,2.48,1.6,3.8,2.44,4.55,3.37,2.67,4,3.65,1.35,3.15,3.05,0.5,1.77,3.3,3.05
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,1.11,3.95,3.85,2.24,1.15,4.25,4.31,3.62,2.9,4.5,3.88,2.51,4.68,2.37,1.61,3.6,1.81,2.47,1.67,8.05,,2.27,4.39,6.17,5.19,3.56,1.74,1.42,3.4,2.08,2.54,5.02,2.11,4.19,1.45,1.29,2.54,4.46,1.55,1.06,2.97,3.6,3.6,5.28,3.53,1.68,3.1,2.28,3.63,2.01,2.57,2.47,2.86,3.55,4,1.82,2.5,5.38,2.13,2.29
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.47,1.71,1.9,2.73,2.6,2.37,9.16,2.14,4.03,3.43,3.99,6.34,3.39,2.08,2.18,4.05,2.9,2.87,2.73,3.13,1.02,3.96,1.63,3.89,0.39,2.95,5.05,6.83,2.02,3.7,7.06,0.96,2.67,2.44,3.17,4.59,2.24,5.12,3.56,0.83,0.59,1.02,4,3.83,4.95,3.73,3.17,5.81,1.68,3.27,1.55,4.65,3.1,4.35,4.05,2.9,2.38,4.95,2.57,1.58
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2,5.17,4.15,2,3.49,2.86,3.62,5.57,6.7,6.27,0.46,5.71,1.65,5.51,4.42,3.17,2.51,3.96,1.97,6.6,2.64,5.84,5.67,5.84,3.32,4.18,4.52,3.27,4.52,6.6,4.46,4.39,3.73,2.24,2.18,4.98,2.57,5.45,7.03,5.61,3.07,6.4,3.23,4.55,2.87,5.28,3.73,3.04,3.07,4.62,3.98,3.3,5.35,7.85,1.2,6.1,7.55,4,6.18,9.38
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,3.36,2.96,6.59,5.14,4.41,4.18,5.83,4.25,4.52,7.36,4.32,8.41,2.97,3.49,5.8,3.5,7.03,4.91,4.65,2.77,7.62,5.44,6.67,8.38,4.09,3.92,6.96,7.75,6.44,8.71,5.78,1.72,3.99,5.71,1.82,2.81,2.51,3.4,2.81,3.23,7.1,5.18,8.02,3.91,2.61,9.21,0.26,6.04,3.3,9.84,5.12,5.95,5.5,7.65,1.1,14.9,7.05,4.75,0.35,5.7
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,1.15,2.73,6.19,1.48,3.39,1.7,1.31,5.76,3.04,0.77,4.79,2.9,2.45,4.49,1.02,3.79,2.97,12.73,2.87,3.92,2.37,5.54,5.22,5.08,5.1,5.41,6.96,1.55,2.44,3.47,4.19,6.93,1.22,3.96,7.92,4.49,2.31,2.57,1.82,4.92,1.52,4.39,5.74,7.53,2.87,8.32,5.12,3.37,3.17,8.95,3.7,5.45,5.65,5.6,4.95,4.32,9.45,5.6,0.48,4.12
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,4.74,5.5,9.79,4.02,4.84,7.32,3.52,2.13,6.57,4.06,3.53,5.36,2.31,3.2,2.08,9.17,8.77,4.68,3.5,1.53,3.56,0.69,7.29,5.04,5.69,3.86,4.52,5.82,7.89,6.9,3.17,8.45,5.12,6.3,9.01,5.31,2.41,9.74,2.34,4.98,5.35,8.88,4.92,5.97,6.8,1.55,1.16,3.33,5.41,4.2,1.25,5.32,2.4,9.75,3.25,2.85,7.45,5.45,5.3,4.15
November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,6.06,3.13,4.15,4.05,5.63,4.15,3.55,4.02,2.01,5.68,4.69,3.88,5.84,6.33,1.55,3.2,5.72,2.77,3.3,2.37,3.2,4.08,6.37,2.87,4.24,7.75,5.64,6.99,8.12,7.19,8.61,3.8,2.56,2.54,5.15,6.67,2.21,6.5,7.66,7.49,3.1,1.42,4.32,7.33,0.56,6.83,6.37,2.61,6.44,7.8,9.87,3.3,6.4,8.2,2.95,1.5,2.75,2.25,6.35,7.68
December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,5.07,4.02,3.46,4.21,1.44,5.61,4.61,2.5,7.23,5.13,8.22,4.15,3.72,6.36,7.42,3.43,2.73,9.53,7.69,2.7,6.83,5.38,5.44,6.13,2.89,1.94,1.45,3.33,8.85,4.98,2.9,2.01,0.66,6.57,3.7,4.92,2.34,5.48,3,5.05,3.27,4.62,2.81,4.59,3.53,5.68,4.13,4.46,6.5,4.5,10.85,4.65,2.15,7,6.68,4.64,6.15,5.12,10.15,4.9
Total,,,,,,,,,45.28,43.25,44.29,49.4,53.61,47.62,39.11,39.62,48.14,30.97,,41.55,48.29,49.67,45.75,41.43,46.81,40.44,45.75,48.56,44.2,43.44,48.44,38.13,44.25,55.65,40.8,38.78,49.23,47,44.07,49.82,52.27,46.22,52.72,44.27,47.65,43.3,46.55,43.8,55.53,42.48,49.96,,47.93,61.43,52.26,46.83,47.86,52.57,58.22,49.82,55.88,54.36,45.3,33.87,43.85,48.56,46.88,34.28,52.06,44.88,44.17,40.07,48.68,49.8,54.54,42,55.76,45.36,47.71,46.4,60.14,55.74,47.82,43.71,67.35,38.28,50.53,56.83,55.07,43.03,54.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 May 2.96 and total estimated thus removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Feb=5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
