CREDENHILL STRETTON SUGWAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO470432,Long,-2.774882,Lat,52.084602,Elevation,226,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,0.78,3.08,0.54,4.29,3.89,0.57,2.28,0.86,1.17,2.74,2.65,3,2.49,3.53,1.23,3.74,2.22,3.32,3.1,3.34,0.91,5.82,1.43,2.96,1.87,2.68,0.78,4.6,3.67,2.82,5.9,4.31,5.52,2.76,6.08,2.13,1.7,,,,,
February,,,,,,,,,,0.42,3.34,1.11,1.66,1.25,2.51,4.06,3.69,1.07,0.95,2.46,0.74,0.19,3,5.98,0.36,3.98,1.72,2.48,1.85,0.78,0.67,2.01,0.13,3.3,0.36,2.08,2.43,4.55,0.57,1.37,2.61,2.8,0.52,1.25,0.86,1.56,,,,,
March,,,,,,,,,,2.17,0.47,1.7,4.1,4.75,2.13,0.57,3.61,2.68,1.56,4.48,3.46,1.47,2.4,1.26,1.31,0.73,0.47,2.44,2.67,0.08,2.92,0.64,1.58,2.09,2.23,0.64,2.4,2.69,0.13,1.57,1.38,2.68,2.82,1.07,0.34,0.61,,,,,
April,,,,,,,,,,1.83,2.17,0.65,0.19,4.7,1.01,0.87,0.82,1.36,1.95,1.3,4.13,0.57,2.08,2.21,1.91,1.57,2.3,1.13,1.31,0.89,3.2,3.75,2.75,1.09,2.35,4.09,2.39,2.09,0.15,2.29,2.75,0.99,1.77,0.95,1.1,0.78,,,,,
May,,,,,,,,,,0.76,1.73,1.19,2.1,2.27,1.75,4,3.11,3.27,2.35,0.25,1.61,0.96,0.69,1.32,4.95,3.65,2.45,1.11,0.83,2.3,2.17,4.07,5.31,1.97,1.28,0.56,0.93,2.64,2.2,1.08,2.26,2.27,3.23,2.98,0.43,2.51,,,,,
June,,,,,,,,,,2.42,4,2.23,4.16,0.54,2.43,0.86,1.08,1.77,0.62,0.8,2.43,0.25,0.8,0.48,2.06,0.01,1.24,3.13,3.2,2.67,0.54,3.94,1.14,1.42,1.04,3.91,3.74,0.64,1.58,1.6,0.77,2.36,0.38,2.57,1.48,3.29,,,,,
July,,,,,,,,,,2.63,1.81,0.43,3.05,0.59,4.2,4.6,1.98,1.89,2.64,2.01,4.49,0.45,3.16,2.6,4.23,1.99,2.23,2.93,1.42,1.79,1.54,3.75,2.31,0.9,1.28,0.57,4.52,2.91,2.72,4.5,2.95,2.36,1.34,1.47,1.73,3.59,,,,,
August,,,,,,,,,,1.23,4.75,1.42,7.2,1.02,1.18,2.77,1.52,5.62,2.31,2.3,0.8,2.5,2.54,1.54,2.56,4.17,2.05,4.04,1.81,0.91,3.01,4.5,2.48,0.57,2.7,1.25,0.22,1.92,3.47,1.79,0.14,3.31,3.08,2.41,2.54,,,,,,
September,,,,,,,,,,2.58,0.51,1.56,0.83,2.96,0.96,0.79,0.73,2.13,7.24,1.42,1.91,1.47,1.54,1.66,5.58,2.89,0.97,4.35,1.17,1.33,4.79,2.07,2.91,1.8,1.32,3.75,2.51,2,1.81,0.68,1.9,1.22,1.81,2.73,2.18,,,,,,
October,,,,,,,,,,2.73,3.36,1.84,2.85,3.85,2.29,3.98,4.26,2.77,1.17,1.77,3.12,1.33,0.39,4.58,3.61,2.79,2.84,2.1,4.45,4.43,3.18,0.66,4.23,4.94,1.19,2.77,1.72,4.02,3.26,2.86,3.96,2.29,1.92,2.96,4.64,,,,,,
November,,,,,,,,,,0.87,3.8,2.57,1.39,2.9,2.62,2.21,2.51,1.04,2.05,0.99,0.84,2.21,1.1,1.45,2.89,1.53,6.74,2.88,2.98,8,2.88,5.66,1.87,0.67,1.54,5.23,2.95,1.55,3.48,4.73,6.95,2.76,0.76,2.15,4.06,,,,,,
December,,,,,,,,,,4.52,5.71,6.84,3.5,0.93,5.7,5.29,2,0.79,2.5,2.74,2.56,1.23,3.44,1.83,3.53,2.59,0.57,1.96,2.47,6.95,3.74,1.01,1.71,0.69,4.85,3.53,4.58,2.28,3.42,1.14,1.76,1.48,3.85,1.51,2.49,,,,,,
Total,,,,,,,,,,22.94,34.73,22.08,35.32,29.65,27.35,32.28,26.17,25.56,28.08,23.17,29.09,15.12,24.67,26.14,36.73,28.12,26.9,31.65,27.5,31.04,34.46,33.49,29.38,21.31,22.82,29.16,32.99,30.96,25.61,29.51,31.74,30.04,24.24,28.13,23.98,,,,,,
