PETERSFIELD LISS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU764282,Long,-0.911157,Lat,51.048293,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,7.16,3.27,1,4.2,4.16,1.6,2.75,6.05,0.62,3.45,6.45,1.92,4.1,6.63,2.81,7.45,6.25,2.58,2.41,9.73,6.76,2.89,5.04,1.41,8.82,1.53,3.11,0.4,1.98,2.62,4.01,5.29,2.2,4.7,2.75,1.36,1.48,4.67,4.32,1.06,2.28,4.49,2.84,1.51,2.15,0.58,
February,,,,1.61,1.12,1,2.02,0.54,1.51,3.14,1.83,3.79,0.59,1.28,1.65,3.17,6.37,2.07,2.48,3.6,4.08,2.08,2.79,2.05,2.23,1.2,4.06,1.72,2.55,4.7,4.3,3.47,2.75,5.38,2.81,4.33,0.55,0.69,1.01,2.99,1.02,0.18,0.96,4.51,2.16,0.2,0.67,4.82,1.6,
March,,,,1.35,0.61,1.02,0.97,2.72,1.83,2.23,3.4,3.28,6.57,1.04,3.87,1.24,2.3,3.12,3.04,1.89,2.86,3.24,4.21,2.87,0.75,1.09,4.58,2.81,1.55,0.93,1.54,3.13,1.13,1.32,3.37,2.53,3.31,2.16,4.74,1.81,1.46,2.89,1.31,0.6,2.1,2.47,4.22,5.29,1.12,
April,,,,3.5,0.94,0.36,6.6,2.12,2.95,3.42,1.52,0.46,3.12,0.65,2.11,0.68,2.7,1.36,3.89,1.36,0.36,4.87,1.67,0.68,3.63,0.96,3.5,2.84,2.73,3.05,2.73,0.48,3.21,1.99,1.59,1.33,2.04,1.74,1.98,2.55,2.97,0.85,0.93,0,1.98,2.53,0.38,2.58,1.6,
May,,,,1.95,5.23,1.25,3.11,0.7,3.01,1.72,3.76,1.15,4.4,2.27,1.49,2.92,1.47,1.45,2.09,4.88,1.77,0.22,3.34,1.35,0.21,1.46,0.19,2.97,4.27,2.91,0.18,1.52,2.09,2.57,0.95,4.04,3.75,1.88,2.32,3.63,2,1.98,0.9,0.73,1.9,0.26,0.4,1.14,3.72,
June,,,,2.61,1.35,2.23,1.9,2.97,0.72,3.5,7.52,2.06,3.03,3.57,1.14,3.5,2.53,1.98,0.27,1.76,0.4,2.86,2.85,1.7,1.92,4.15,1.81,0.61,1,5.64,2.62,2.14,3.44,2.77,1.81,2.87,1.09,1.13,2.36,1.76,3.01,1.16,2.4,2.18,1.67,0.44,3.99,2.26,1.77,
July,,,,5.2,3.51,4.39,1.88,1.65,1.97,2.6,2.95,4.18,1.52,1.12,0.32,2.64,2.98,5.25,1.1,1.2,0.35,5.41,5.68,3.19,0.81,5.1,0.76,4.67,0.92,4.51,5.76,2.18,3.31,2.31,2.99,0.23,2.42,0.64,4.02,2.08,3.72,2.98,2.54,3.26,5.65,5.32,0.77,0.7,0.29,
August,,,,5.02,0.55,1.37,3.9,2.86,2.37,3.28,4.97,0.75,1.74,3.33,1.05,5.37,3.05,3.02,4.88,1.63,2.49,1.89,2.02,1.92,2.61,1.01,3.32,3.98,5.12,7.01,1.44,6.9,1.48,1.05,1.36,0.88,1.57,2.09,2.84,1.95,3.95,6.87,3.68,0.92,2.11,2.27,2.64,5.16,1.47,
September,,,,1.67,0.9,3.05,3.4,3.49,2.22,5.61,4.65,2.93,1.28,4.86,3.96,0.13,7.42,3.19,3.23,7.12,1.31,6.56,2.13,2.69,3.31,2.58,4.59,1.55,2.01,4.67,6.02,2.81,2.59,3.52,3.11,7.66,1.91,3.11,1.51,1.04,0.72,1.22,3.45,1.76,2.33,0.49,8.93,2.43,1.23,
October,,,,5.42,3.41,8.49,4.77,8.54,2.62,3.82,3.36,1.8,7.1,5.75,1.93,10.3,1.74,4.2,3.72,2.5,5.72,2.02,7.55,4.17,5.48,5.78,0.86,3.19,2.05,0.91,6.35,2,6.27,2.97,0.9,4.87,4.98,1.32,2.03,6.18,1.06,8.21,5.42,4.9,4.25,2.98,3.64,0.63,4.6,
November,,,,1.54,1.84,1.28,1.49,2.51,2.2,4.28,4.6,7.98,1.32,2.52,4.41,5.07,2.39,1.34,2.94,2.61,2.66,0.55,5.4,2.8,3.6,4.61,5.13,8.74,4.4,0.27,4.86,5.87,4.63,5.13,1.15,3.71,4.37,5.24,5.91,1.6,1.51,4.08,3.54,2.7,6.43,5.99,1.23,1.54,4.45,
December,,,,1.53,1.45,2.97,5.33,1.58,4.41,3.48,2.96,1.98,1.67,3.82,1.37,3.69,4.25,1.28,10.69,5.82,3.47,2.61,6.44,0.65,3.12,1.6,9.58,2.76,2.32,1.38,4.51,4.06,3.63,1.42,5.1,2.29,6.37,2.82,2.22,1.35,0.41,5,2.28,3.6,2.76,3.35,5.29,5.49,3.89,
Total,,,,38.56,24.18,28.41,39.57,33.84,27.41,39.83,47.57,30.98,35.79,36.66,25.22,42.81,43.83,31.07,45.78,40.62,28.05,34.72,53.81,30.83,30.56,34.58,39.79,44.66,30.45,39.09,40.71,36.54,37.15,34.44,30.43,36.94,37.06,25.57,32.3,28.42,26.5,39.74,28.47,27.44,37.83,29.14,33.67,34.19,26.32,
