BOLTBY - HIGH PARADISE MOORLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE499897,Long,-1.235,Lat,54.300,Elevation,1144,ft,,,,,,,,,,,,,,,,,,,,,
Station no,3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943
January,3.98,0.56,-999.00,2.31,3.95,3.63,3.28,4.54,2.07,2.46,2.13,4.68,2.98,4.96,4.38,4.70,2.48,1.93,1.88,2.37,,4.64,,3.04,,-999.00,-999.00,-999.00,4.35
February,4.27,3.14,-999.00,2.00,1.48,1.21,0.33,2.83,6.52,,4.58,1.92,1.83,2.21,1.01,1.67,,1.41,-999.00,,,-999.00,,2.30,1.85,-999.00,-999.00,-999.00,0.83
March,1.24,4.44,-999.00,2.26,3.44,2.96,1.49,2.64,1.68,,2.92,1.28,2.94,3.76,0.34,3.14,,2.86,-999.00,,1.04,-999.00,,0.38,3.00,2.70,-999.00,-999.00,0.44
April,1.40,1.39,4.10,1.76,2.07,4.33,1.62,2.61,2.42,2.78,3.40,0.87,2.06,1.73,1.59,4.96,,1.46,2.19,3.60,3.72,1.86,3.35,0.20,1.43,1.79,0.56,1.15,-999.00
May,1.53,2.65,0.78,3.30,0.73,2.65,1.98,0.78,3.46,5.81,3.27,3.52,2.05,1.61,2.22,1.55,3.20,5.94,2.66,1.17,1.59,1.46,2.94,3.71,2.20,1.57,1.57,2.81,-999.00
June,1.17,3.66,2.28,1.07,2.25,1.87,0.36,2.57,1.22,2.18,0.69,5.45,3.95,4.85,1.98,3.37,,1.28,2.20,,4.16,-999.00,1.59,2.38,2.80,0.84,0.93,1.35,1.87
July,4.12,2.39,1.62,4.61,3.29,6.10,1.73,5.57,3.30,4.36,2.82,3.28,4.85,1.05,2.81,9.17,,-999.00,2.72,,,-999.00,1.64,3.31,4.21,7.98,2.14,5.74,1.29
