HORNBY (THE SNAB),,,,,,,,,,,,
Grid ref,SD564682,Long,-2.668349,Lat,54.107823,,,,,,,
Station no,3051/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.34,3.88,2.69,6.00,2.77,3.34,4.74,3.67,2.61,5.20,,
February,4.89,1.32,2.41,3.70,1.59,0.45,3.35,5.70,1.40,2.94,,
March,4.80,2.02,0.93,4.05,2.42,1.43,3.15,0.99,2.63,1.41,,
April,2.78,3.06,2.24,2.63,3.43,1.54,0.88,1.39,2.64,3.23,,
May,1.63,2.67,2.22,3.55,4.87,2.79,2.88,5.65,1.23,2.04,,
June,1.53,5.19,2.07,5.29,3.70,3.11,2.28,4.56,4.19,1.70,,
July,3.70,2.51,6.94,7.99,1.93,4.76,3.86,2.63,4.80,8.53,,
August,3.69,6.88,5.76,6.14,1.67,13.73,4.93,4.68,0.41,5.35,,
September,4.47,4.12,6.88,7.55,5.10,3.47,7.91,5.39,0.73,4.35,,
October,1.72,3.52,2.23,12.02,2.84,3.40,7.66,4.20,4.69,2.25,,
November,7.65,2.67,6.53,9.13,2.10,1.39,1.63,1.18,4.68,7.33,,
December,10.60,5.48,2.54,7.82,6.00,5.24,5.45,2.88,7.47,4.69,,
Total,51.80,43.32,43.44,75.87,38.42,44.65,48.72,42.92,37.48,49.02,,
Calc annual,51.80,43.32,43.44,75.87,38.42,44.65,48.72,42.92,37.48,49.02,,
Difference,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,,
