TONBRIDGE BROOKLANDS (THE DRIVE/UPLANDS),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6367,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.32,2.52,3.45,1.49,2.39,2.72,3.13,2.60,3.66,1.14,3.77,
February,0.52,0.85,2.31,3.98,0.93,4.39,2.37,4.50,1.80,0.52,1.49,
March,1.03,1.70,2.24,1.98,1.76,1.25,0.49,4.00,1.97,0.02,1.02,
April,2.98,1.54,3.04,2.31,2.94,2.55,4.14,1.57,2.12,0.89,1.47,
May,1.19,1.25,1.59,3.08,4.07,2.68,1.63,1.52,2.01,1.84,3.12,
June,1.44,0.06,1.40,0.65,2.10,0.22,3.46,3.91,2.39,1.12,1.05,
July,3.72,0.58,3.07,1.48,3.46,4.39,2.00,3.99,1.61,1.05,1.90,
August,1.50,1.95,3.22,1.49,3.09,1.63,1.14,5.02,3.41,2.88,2.60,
September,4.33,0.82,2.55,2.02,2.98,2.44,0.75,4.52,0.49,0.35,3.21,
October,1.28,1.00,1.57,7.10,3.92,3.94,2.29,1.73,5.87,3.74,1.56,
November,1.25,1.70,1.83,2.55,3.90,3.19,7.00,2.91,3.88,7.78,5.68,
December,2.37,1.80,4.00,3.01,4.21,3.74,0.63,4.45,3.66,6.91,2.55,
Total,24.93,15.77,30.27,31.14,35.75,33.14,29.03,40.72,32.87,28.24,29.42,
Calc annual,24.93,15.77,30.27,31.14,35.75,33.14,29.03,40.72,32.87,28.24,29.42,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
