MARLBOROUGH-MILDENHALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU209694,Long,-1.700805,Lat,51.423229,Elevation,456,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,3.41,3.79,4.42,3.65,1.91,2.48,5.54,4.19,3.13,4.55,2.1,4.86,1.24,3.42,0.49,2.55,1.65,3.35,3.2,2.93,4.04,3.53,0.7,0.96,3.06,2.39,0.98,2.05,2.42,2.88,0.85,2.25,0.47,4.25,3.24,1.62,1.29,3.38,4.2,0.52,4.77,0.55,1.89,0.81,2.74,1.26,4.8,4.37,0.75,5.57,1.56,1.06,3.48,4.3,3.32,3.35,3.3,2.14,3.53,2.7,4.16,,,,
February,,,,,,,3.83,2.42,2.12,2.49,2.32,1.3,2.22,1.52,2.49,2.14,2.98,1.49,1.8,4.25,2.54,2.46,2.4,5.07,2.65,4.4,0.82,0.68,1.36,2.22,0.79,0.04,1.22,3.83,2.21,0.17,0.37,2.92,1.74,3.1,5.25,1.73,1.18,1.88,3.34,0.75,2.58,1.38,1.2,0.67,3.83,2.23,2.76,1.25,3.82,6.12,5.53,1.11,1.27,2.33,0.72,0.44,3.22,4.94,0.32,4.26,2.02,,,,
March,,,,,,,2.41,3.46,1.66,1.7,1.9,1.35,2.21,2.35,1.09,1.35,3.5,2.42,1.37,0.68,1.13,2.69,1.51,1.2,2.54,1.24,2.2,2.03,3.15,2.83,1.03,2.12,0.77,0.26,2.16,2.18,3.04,4.72,0.79,0.65,1.65,2.36,2.2,5.01,1.53,4.34,1.67,0.93,4.45,4.07,0.93,2.27,5.58,3.02,4.92,1.55,3.28,1.93,0.98,4.99,2.09,1.4,3.13,2.47,1.14,0.26,0.94,,,,
April,,,,,,,2.18,2.65,2.73,1.51,0.49,3.53,1.99,0.99,1.62,1.57,3.35,3.39,2.56,3.11,1.41,0.82,4.85,0.91,1.53,2.73,2.41,1.06,1.72,2.9,1.38,1.21,0.73,0.05,1.97,2.52,0.76,2.51,2.46,3.25,1.68,2.72,1.83,2.68,1.23,2.54,0.86,3.16,3.44,1.71,2.49,1.29,0.04,3.5,1.33,1.22,0.72,1.72,3.3,2.39,3.82,0.76,3.5,2.8,3.39,2.09,3.92,,,,
May,,,,,,,1.82,2.4,1.5,3.92,1.35,0.81,2.38,1.94,0.59,2.44,0.85,2.58,4.25,3.06,0.71,1.42,2.67,2.06,0.91,3.09,3.61,1.58,1.59,2.43,1.68,2.4,1.22,1.46,1.79,0.22,0.19,1.26,3.28,2.21,1.77,1.51,2.53,4.79,2.74,0.35,2.09,1.73,2.89,1.32,1.81,0.91,1.8,2.45,2.2,3.63,1.61,2.2,1.92,0.98,2.14,2.21,1.73,1.05,6.03,4.06,2.78,,,,
June,,,,,,,3.02,1.59,0.45,1.37,0.29,3.24,3.37,1.54,0.89,2.7,2.14,1.05,3.28,4.88,2.81,2.62,5.17,1.6,3.45,1.61,0.98,1.5,2.28,1.11,2.73,0.97,1.3,0.97,2.64,1.51,1.69,3.2,1.99,2.13,2.75,1.88,3.61,4.93,0.92,4.55,2.85,2.53,0.64,3.15,4.28,2.08,4.05,0.3,1.67,0.55,2.12,2.79,0.88,1.21,2.62,0.09,1.37,0.27,2.15,0.06,2.66,,,,
July,,,,,,,1.5,4.12,1.15,0.7,1.24,3.78,2.22,2.01,1.27,5.33,0.93,4.86,2.54,3.38,5.69,2.06,4.45,3.32,3.18,0.36,2.81,1.11,4.7,3.06,4.55,2.55,2.53,3.91,4.08,4.01,1.08,0.8,0.38,0.79,1.37,3.62,1.1,3,2.93,0.65,1.09,3.33,2.2,2.44,2.12,0.01,2.64,2.14,3,3.77,1.02,4.32,5.63,2.13,6.66,0.31,4.23,0.99,4.16,3.59,1.96,,,,
August,,,,,,,2.87,2.36,4.64,1.65,1.86,1.3,2.34,2.51,2.46,2.18,3.37,4.73,4.76,6.27,1.77,5.94,2.43,0.99,1.09,0.7,1.39,1.41,2.13,2.53,2.42,6,3.9,1.29,2.19,3.59,2.69,3.62,1.05,1.17,2.83,2.21,3.78,3.54,2.35,3.24,1.09,2.04,3.55,3.57,2.63,0.84,5.57,0.82,2.56,2.13,5.8,6.17,1.69,2.89,1.07,1.72,3.61,2.98,2.1,3.48,1.19,,,,
September,,,,,,,8.02,2.31,5.29,5.32,1.02,5.85,1.03,2.87,3.92,3.5,6.73,2.96,1.42,3.06,4.33,1.72,3.18,3.9,1.78,4.28,2.23,2.8,1.19,1.13,1.45,1.66,2.41,1.55,2.4,1.31,6.59,3.31,1.35,2.44,0.9,2.69,0.95,2.28,1.76,1.52,0.92,0.77,2.13,3.34,0.25,0.88,1.11,3.37,1.05,1.86,1.32,1.37,6.71,1.53,1.21,2.14,1.57,2.24,5.79,3.91,0.7,,,,
October,,,,,,,1.67,3.2,2.57,2.23,4.38,1.67,4.75,2.44,4.37,7.22,1.66,2.35,3.35,0.77,5.84,1.32,6.4,2.94,0.91,4.23,4.69,2.07,1.26,2.59,1.1,7.26,4.73,4.01,3.3,3.68,3.36,1.59,4.09,2.61,2.62,2.01,1.96,7.63,1.04,2.04,5.76,7.15,1.38,5.46,4.62,2.3,4.05,3.32,3.46,3.52,3.81,5.51,1.97,1.09,2.08,1.28,1.06,5.49,4.33,3.63,,,,,
