"MARLBOROUGH MILDENHALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2874,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,3.06,2.39,0.98,2.05,2.42,2.88,0.85,2.25,0.47,4.25,,
February,0.79,0.04,1.22,3.83,2.21,0.17,0.37,2.92,1.74,3.10,,
March,1.03,2.12,0.77,0.26,2.16,2.18,3.04,4.72,0.79,0.65,,
April,1.38,1.21,0.73,0.05,1.97,2.52,0.76,2.51,2.46,3.25,,
May,1.68,2.40,1.22,1.46,1.79,0.22,0.19,1.26,3.28,2.21,,
June,2.73,0.97,1.30,0.97,2.64,1.51,1.69,3.20,1.99,2.13,,
July,4.55,2.55,2.53,3.91,4.08,4.01,1.08,0.80,0.38,0.79,,
August,2.42,6.00,3.90,1.29,2.19,3.59,2.69,3.62,1.05,1.17,,
September,1.45,1.66,2.41,1.55,2.40,1.31,6.59,3.31,1.35,2.44,,
October,1.10,7.26,4.73,4.01,3.30,3.68,3.36,1.59,4.09,2.61,,
November,2.07,3.18,2.24,2.49,6.48,5.72,0.90,0.99,4.52,3.38,,
December,0.89,4.98,1.10,3.06,2.82,2.31,4.70,5.28,3.07,1.81,,
Total,23.15,34.76,23.13,24.93,34.46,30.10,26.22,32.45,25.19,27.79,,
Calc annual,23.15,34.76,23.13,24.93,34.46,30.10,26.22,32.45,25.19,27.79,,
Difference,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
