WEARDALE W.W. (TUNSTALL RES.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ063407,Long,-1.90362,Lat,54.761199,Elevation,724,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,6.93,0.96,3.03,1.63,4.92,4.58,2.64,1.21,3.82,2.86,0.83,3.97,0.84,1.99,2.26,3.94,2.55,4.75,5.66,1.83,2.76,1.96,5.11,2.96,4.39,3.37,5.2,4.47,1.52,2.89,2.86,2.27,2.25,4.43,1.49,,2.63,2.33,1.5,2.7,2.01,5.97,3.6,3.78,4.98,2.79,4.03,2.64,3.52,1.67,5.15,2.6,3.06,9.35,1.21,1.83,2.42,3.32,0.99,3.77,2.92,4.08,3.37,2.91,3.17,5.41
February,,,,,,2.25,0.7,2.38,2.75,1.96,7.58,1.65,1.38,3.6,2.85,1.38,1.35,1.62,2.66,2.11,3.6,1.63,3.04,1.32,2.17,4.17,4.93,0.88,2.58,2.1,1.59,0.21,2.37,5.55,1.04,4.49,2.07,0.57,2.32,1.02,3.14,2.41,1.56,5.32,0.34,4.77,3.51,4.01,1.52,1.63,1.88,6,2.19,1.34,2.34,2.29,1.15,4.69,1.97,1.86,4.64,3.34,0.46,1.76,2.55,3.24,3.29,3.53,4.41,0.39,3.51
March,,,,,,3.79,4.17,5.05,2.77,1.52,1.7,3.52,1.55,3.1,2.09,2.72,1.62,1.94,5.07,5.91,1.3,3.66,3.18,5,2.22,1.94,5.09,2.51,1.38,3.99,4.31,1.25,1.95,2.25,1.11,2.16,0.82,2.77,2.71,0.04,3.66,2.09,2.52,1.49,4.8,1.04,2.74,3.36,0.35,4.74,2.61,2.28,1.76,0.88,0.36,0.9,1.91,6.52,1.53,1.47,1.19,4.78,1.85,0.3,2.22,2.18,1.46,1.88,2.73,1.31,3.16
April,,,,,,1.92,1.33,2.03,2.31,3.71,1.3,1.97,2.06,1.75,2.2,3.42,1.4,1.72,4.09,2.67,3.01,1.27,0.18,3.74,0.92,0.72,1.62,2.78,1.47,1.49,4.38,1.22,2.74,2.25,1.46,3.4,2.28,3.04,0.78,0.77,2.92,4.48,2.73,1.47,5.06,3.11,1.82,2.98,0.02,1.5,1.74,1.66,0.76,2.56,1.39,2.56,1.55,6.84,2.05,1.93,2.47,2.32,1.83,3.22,0.72,0.34,1.4,0.5,1.73,3.1,1.63
May,,,,,,0.9,0.6,1.84,2.17,3.72,1.39,1.59,2.88,3.11,3.04,0.86,4.84,3.71,2.15,1.89,2.28,1.2,2.88,2.3,1.4,2.09,3.96,1.69,1.71,1.67,4.2,1.74,0.74,2.59,6.15,3.76,1.77,1.81,1.63,1.67,1.03,3.55,5.31,2.82,2.28,1.14,1.88,2.78,2.96,1.62,1.61,1.89,1.78,3.68,1.94,4.53,2.39,2.04,1.68,0.91,1.96,3.84,1.99,3.06,5.32,2.18,0.87,1.7,4.05,0.76,2.38
June,,,,,,1.72,2.25,3.31,1.52,1.18,3.65,1.79,2.15,2.01,1.95,1.67,0.7,3.99,0.56,3.47,1.93,4.3,5.82,1.27,4.04,0.82,2.27,2.27,0.35,0.79,0.96,0.24,1.04,0.89,1.91,0.2,3.03,3.11,5.29,1.87,1.08,4.02,1.05,3.08,2.87,3.17,3.79,0.44,3.09,2.64,1.4,0.8,1.3,2.3,1.91,3.42,1.84,3.09,5.03,1.07,1.16,1.52,1.53,4.04,1.54,2.67,3.68,1.46,3.81,2.58,0.56
July,,,,,,6.47,2.44,0.64,0.78,3.82,1.42,1.53,4.49,5.32,2.03,0.7,0.61,1.77,2.46,2.63,4.16,0.25,3.85,1.56,2.29,3.24,2.89,1.51,3.78,1.64,3.46,1.53,5.34,2.48,4.12,1.04,2.4,5.21,2.11,4.74,6.97,3.81,3.77,2.3,3.11,0.84,3.22,1.94,3.14,4.52,5.68,2.59,2.76,1.36,2.67,2.42,3.53,2.42,1.11,2.44,3.91,1.8,1.16,2.05,1.53,1.26,3.05,3.62,2.81,1.43,4.97
August,,,,,,2.26,2.19,3.12,2.27,0.61,6.89,2.37,2.21,3.19,3.02,3.96,3.48,1.74,2,2.9,4.38,2.97,5.67,1.08,1.92,3.53,2.41,7.52,2.2,2.49,1.78,5.32,2.36,5.05,2.23,3.17,2.93,8.28,4.5,3.43,5.55,3.85,2.06,1.07,2.95,1.4,1.39,2.3,2.62,5.46,0.81,2.7,3.5,4.76,1.6,4.91,4.06,0.19,4.37,3.27,5.47,5.13,4.18,5.47,7.27,1.05,8.46,4.73,3.12,0.59,3.56
September,,,,,,0.5,3.73,2.68,1.68,3.06,0.81,1.68,1.14,2.8,0.67,2.79,0.93,0.34,2.71,2.35,0.35,2.73,2.54,3.29,1.76,1.02,2.01,1.3,6.49,0.88,1.44,0.85,4.55,2.33,3.57,2.48,2.58,5.73,0.71,1.25,4.19,3.31,2.9,2.37,1.59,5.79,4.07,2.05,1.94,1.5,1.42,0.56,3.41,2.82,6.03,2.16,4.37,1.81,3.62,2.33,5.17,1.78,4.52,2.22,3.46,1.29,3.35,4.12,2.86,0.97,3.57
October,,,,,,5.06,6.07,1.14,6.81,2.56,6.59,2.27,2.62,9.55,1.14,2.52,5.04,6.18,2.68,2.96,3.36,3.25,2.92,3.31,2.69,0.97,3.94,3.32,2.73,4.14,2.59,1.88,1.94,2.94,4.12,3.29,3.22,2.59,5.58,2.84,2.86,1.57,5.52,4.42,4.53,5,1.88,2.44,5.16,7.53,5.24,3.42,2.37,2.65,4.49,4.19,1.07,1.07,1.66,3.47,1.62,1.05,5.43,2.24,5.22,2.34,2.16,2.18,2.43,2.05,10.24
