"REDEWATER (CATCLEUGH)",,,,,,,,,,,,
Grid ref,NT749031,Long,-2.397085,Lat,55.321323,,,,,,,
Station no,3581,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.00,3.82,2.21,4.53,4.04,3.72,4.64,4.69,2.78,6.03,,
February,3.81,0.78,2.83,3.32,3.41,3.55,3.85,3.64,0.81,4.97,,
March,3.34,2.84,0.65,3.85,2.17,1.21,2.50,2.42,1.94,2.21,,
April,3.59,3.79,4.55,0.95,1.19,1.18,0.63,2.02,3.18,2.80,,
May,3.53,2.48,2.87,6.88,4.15,1.63,2.47,4.69,0.82,2.59,,
June,1.36,2.57,4.58,2.38,1.37,3.77,1.78,3.59,3.59,1.94,,
July,2.88,1.80,4.95,4.33,2.68,4.16,3.89,5.68,3.30,3.33,,
August,4.93,5.70,4.20,7.37,1.20,8.04,6.90,4.00,0.85,4.30,,
September,3.75,4.02,4.58,5.06,2.79,2.68,3.09,3.59,0.98,2.64,,
October,1.26,6.01,2.26,7.64,4.02,2.85,3.82,2.69,2.95,5.24,,
November,7.60,5.23,4.11,7.02,2.16,1.46,1.64,0.87,7.17,4.80,,
December,5.63,6.72,2.39,5.09,5.97,4.88,2.95,4.89,6.65,3.61,,
Total,46.68,45.76,40.18,58.42,35.15,39.13,38.16,42.77,35.02,44.46,,
Calc annual,46.68,45.76,40.18,58.42,35.15,39.13,38.16,42.77,35.02,44.46,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
