REDEWATER CATCLEUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT749033,Long,-2.397103,Lat,55.32312,Elevation,764,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.04,4.24,2.81,2.26,1.25,4.03,2.99,1.75,-999,1.4,5.2,4.93,2.15,2.04,5.89,3.23,1.08,4.49,1.77,3.41,3.42,3.48,3.69,4.39,5.15,5.03,3.04,6.68,5.53,4.74,5.14,4.87,7.01,4.46,3,3.44,3.83,4.75,4.81,8.63,2.36,5.71,3.22,3.97,3.15,4.3,2.66,6.57,5.54,6.04,7.37,2.19,4.88,5.39,6.42,3.7,6.75,3.71,4.68,9.21,2.82,2.98,5,3.82,2.21,4.53,4.04,3.72,4.64,4.69,2.78,6.03
February,,,,,,,,,,0.94,1.5,0.12,2.03,3.75,5.2,1.61,1.15,-999,2.12,3.15,3.55,1.55,2.1,3.94,3.33,1.84,2.44,2.31,1.88,2.84,5.24,3.86,3.76,2.9,5.3,6.43,4.78,1.26,4.14,1.99,3.63,0.43,3.67,6.58,1.44,6.5,3.89,1.95,3.49,1.31,1.91,3.17,1.11,5.42,0.45,4.49,4.55,5.82,2.28,4.88,1.74,6.39,3.08,3.06,3.71,4.08,1.77,4.21,2.89,3.27,5.09,3.81,0.78,2.83,3.32,3.41,3.55,3.85,3.64,0.81,4.97
March,,,,,,,,,,2.4,2.36,3.1,1.29,1.13,3.1,4.68,3.9,5.89,2.05,2.5,1.3,3.55,1.55,4.82,2.72,5,3.36,2.79,6.61,5.16,2.06,4.5,5.35,7.22,4.8,2.16,4.58,2.58,1.29,3.9,4.51,3.83,3,2.48,1.04,3.21,1.83,3.88,5.8,0.33,2.96,2.14,4.15,1.53,5.74,1.77,4.21,4.87,2.11,5.11,5.26,3.64,2.64,2.22,0.81,1.47,2.87,6.25,2.01,1.44,2.74,3.34,2.84,0.65,3.85,2.17,1.21,2.5,2.42,1.94,2.21
April,,,,,,,,,,4.12,1.02,1.97,1.51,0.6,1.35,1.88,1.75,2.23,3,5.96,2.8,2.45,2.23,1.13,2.96,3.99,1.2,3.25,2.79,4.4,3.18,3.05,0.72,4.49,1.81,1.72,2.67,3.67,1.18,3.07,3.38,0.87,3.41,2.78,1.82,4.07,2.08,3.01,1.34,2.2,2.84,4.2,4.12,1.62,5.18,4.51,2.76,2.68,0.51,2.33,2.11,1.61,1.79,2.37,1.94,2.5,0.87,6.34,2.62,2.82,3.62,3.59,3.79,4.55,0.95,1.19,1.18,0.63,2.02,3.18,2.8
May,,,,,,,,,,2.03,2.1,2.12,3.44,2.33,4.4,1.42,1,1.47,2.45,3.32,2.4,2.3,3.39,1.73,3.4,1.86,5.95,5.36,3.22,2.17,1.82,1.5,1.69,3.61,2.96,1.99,3.65,3.52,1.76,1.24,5.92,2.66,1.23,3.44,5.25,5.18,3.74,2.46,1.58,2.42,1.95,2.54,3.11,1.68,2.77,1.37,1.78,3.55,2.86,1.67,1.79,2.24,3.05,6.42,3.41,4.39,1.84,2.73,2.36,2.05,1.74,3.53,2.48,2.87,6.88,4.15,1.63,2.47,4.69,0.82,2.59
June,,,,,,,,,,0.37,3.71,1.25,4.72,3.05,4.15,1.58,3.55,3.39,1.82,1.16,5.02,1.95,2.16,1.1,1.25,2.02,4.88,5.48,1.64,2.45,2.54,5.66,5.25,2.8,3.2,1.1,3.78,1.55,0.6,1.65,1.13,1.05,1.52,1.63,1.56,0.28,3.43,3.74,6.55,2.16,2.02,5.23,1.4,2,2.41,4.26,2.71,1.89,5.09,3.45,0.86,0.78,1.19,4.08,4.18,3.53,3.5,3.47,5.58,1,1.99,1.36,2.57,4.58,2.38,1.37,3.77,1.78,3.59,3.59,1.94
July,,,,,,,,,,4.35,2.7,4.43,2.3,3,3.5,4.28,3.15,2.35,1.07,4.25,2.31,1.52,3.71,4.41,1.53,1.14,2.25,2.44,4.12,2.83,5.4,1.16,2.57,1.03,2.47,3.83,4.4,1.89,5.42,1.57,3.59,3.63,5.39,2.82,5.52,1.84,3.58,3.7,1.98,6.32,5.56,5.14,3.54,4.53,3.6,1.67,6.14,3.02,5.96,4.79,9.1,0.95,4.6,3.16,3.25,2.6,5.19,4.46,1.95,2.05,3.72,2.88,1.8,4.95,4.33,2.68,4.16,3.89,5.68,3.3,3.33
August,,,,,,,,,,3.43,5.47,6.66,4.8,3.35,5.5,3.85,2.05,4.75,2.8,0.92,5.38,3.5,2.18,3.88,2.72,4.24,6.08,3.29,2.71,2.57,6.46,3.08,6.02,2.04,2.46,2.5,5,8.43,2.25,3.53,3.66,5.99,3.21,6.75,2.48,3.78,3.53,6.53,6.59,6.35,6.74,6.77,1.44,1.94,5.67,4.03,2.08,4.35,2.53,3.72,1.66,4.98,3.62,5.28,2.92,2.51,5.79,0.23,7.7,2.42,5.74,4.93,5.7,4.2,7.37,1.2,8.04,6.9,4,0.85,4.3
September,,,,,,,,,,2.08,1.63,7.26,3.35,2.35,2,0.45,5.15,2.97,1.65,2.7,2.1,1.77,1.88,3.37,1.26,3.39,0.92,1.07,4.78,2.75,1.11,2.86,3.37,1.71,1.36,2.07,2.7,2.58,6.72,2.06,1.96,2,3.43,3.21,4.53,4.28,4.44,5.76,1.64,0.97,4.53,2.07,6.14,1.43,3.42,5.08,5.46,3.09,2.57,2.12,3.35,0.57,4.09,3.54,5.61,4.07,4.53,1.91,4.05,1.6,7.17,3.75,4.02,4.58,5.06,2.79,2.68,3.09,3.59,0.98,2.64
October,,,,,,,,,,6.49,2.05,2.8,6.38,1.96,5.25,5.2,7.5,2.34,6.3,3.1,5.15,2.11,2.65,9.41,0.92,3.54,7.05,6.36,3.95,6.04,3.86,4.58,5.64,3.7,2.25,1.6,6.82,5.45,6.06,4.86,2.68,3.11,2.1,5.5,3.79,3.18,4.56,4.49,6.2,4.08,4.72,2.97,7.53,4.89,8.72,6.68,2.95,2.87,7.76,6.95,3.79,4.81,5.32,3.65,4.75,5.14,0.98,1.24,2.81,6.01,3.48,1.26,6.01,2.26,7.64,4.02,2.85,3.82,2.69,2.95,5.24
