"WOKING (COUNCIL OFFICES)",,,,,,,,,,,,
Grid ref,TQ002579,Long,-0.563781,Lat,51.311403,,,,,,,
Station no,220/8/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.84,1.99,0.96,1.12,2.79,3.76,1.21,2.11,2.07,2.24,,
February,5.87,0.67,1.18,2.45,1.71,0.29,3.12,2.16,0.05,1.96,,
March,3.88,2.53,0.47,2.24,1.08,0.67,1.21,1.33,2.89,1.45,,
April,2.55,1.57,2.26,0.32,0.21,1.01,0.27,1.17,2.07,0.59,,
May,2.42,2.41,1.82,2.81,3.56,0.28,1.17,2.72,0.63,1.61,,
June,0.90,2.15,1.49,3.78,2.38,1.76,0.91,3.30,0.73,1.50,,
July,1.51,0.56,3.57,2.58,0.25,3.54,2.78,1.33,1.88,2.76,,
August,3.30,2.83,1.65,2.62,1.75,3.51,2.44,3.74,1.54,3.48,,
September,2.27,3.80,2.15,2.05,1.30,2.75,2.93,3.42,0.15,2.44,,
October,0.52,3.30,3.09,2.16,3.16,1.88,1.56,2.52,2.45,6.81,,
November,6.65,3.02,1.38,4.80,1.49,0.62,2.48,1.85,2.55,3.93,,
December,2.14,2.67,0.70,2.67,2.40,3.39,2.00,2.80,4.08,2.47,,
Total,34.85,27.50,20.72,29.60,22.08,23.46,22.08,28.45,21.09,31.24,,
Calc annual,34.85,27.50,20.72,29.60,22.08,23.46,22.08,28.45,21.09,31.24,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
