BREDE-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ814178,Long,0.580076,Lat,50.931124,Elevation,26,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.61,1.47,,5.65,4.06,2.73,3.98,1.57,2.44,3.8,3.5,2.69,5.36,1.32,3.24,2.04,2.32,2.62,,1.06,6.27,5.9,4.37,6.02,1.91,3.51,2.63,4.65,1.61,1.66,2.89,2.53,4.78,1.04,1.17,4.47,3.39,1.11,1.48,4.68,5.4,2.37,4.1,3.12,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,4.44,0.94,,2.98,0.87,0.63,,4.16,1.12,4.12,3.61,3.99,1.51,0.9,1.13,2.66,0.21,1.93,,4.14,2.06,5.84,0.68,1.52,1.75,2.74,0.52,1.6,0.95,1.39,3.46,1.96,1.52,1.12,5.05,6.81,1.45,1.73,2.69,2.19,0.89,4.7,3.01,0.05,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.03,1.88,,4.38,1.63,1.7,,1.88,1.85,0.54,0.31,3.91,1.78,0,2.25,0.76,1.16,2.05,,0.35,1.28,4.33,0.47,2.08,2.38,2.39,3.21,0.29,0.02,1.08,1.8,7.15,0.71,1.73,1.43,4.44,3.04,0.17,3.86,1.72,0.48,1.5,1.5,1.76,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.68,1.92,,3.03,2.74,1.76,2.89,2.56,3.45,2.4,3.26,1.8,3.04,0.59,1.35,2.71,2.62,1.31,,3.77,1.94,2.92,0.47,2.16,1.17,1.32,0.47,1.53,1.09,0.92,1.93,1.85,1.5,0.57,2.25,2.3,1.31,1.97,0.42,0.31,1.46,0.39,1.53,2.71,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.05,1.81,,0.2,1.7,1.23,0.58,3.39,3.82,2.75,2.66,0.76,2.19,2.28,2.02,1.97,2.23,1.39,,1.72,0.25,2.06,2.5,1.77,1.17,1.66,2.65,2.03,0.57,1.87,3.56,1.57,1.7,1.58,1.21,1.81,1.72,1.37,2.21,4.17,0.37,0.99,2.24,0.62,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.75,2.13,,0.51,1.94,0.06,1.6,0.57,1.96,0.12,2.83,4.27,2.2,1.36,1.43,1.03,1.68,0.74,1.89,1.84,3.92,1.56,0.57,1.39,1.06,1.61,0.41,1.3,1.21,0.75,2.73,2.7,1.59,0.75,1,1.34,0.85,2.4,2.6,2.18,2.16,1.48,3.66,0.39,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.11,1.97,,3.03,3.45,0.27,2.35,0.82,3.09,4.01,1.39,2.97,1.22,1.45,3.28,2.3,4.08,1.42,0.85,0.64,3.55,1.04,1.76,1.85,2.68,3.2,1.9,2,2.03,2.16,3.29,2.65,1.86,1.07,2.28,2.5,0.65,3.03,4,1.26,2.37,4.88,2.81,2.64,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.85,3.67,,2.75,1.87,1.01,1.79,2.31,3.77,1.21,1.31,3.91,1.79,2.17,3.81,3.79,0.44,,2.37,4.65,1.46,1.8,1.42,1.76,0,4.73,1.76,1.05,2.89,0.94,5.56,0.01,3.66,1.08,2.45,5.13,4.41,2.33,3.62,2.09,4.96,2.25,5.18,0.76,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.34,1,,1.08,3.09,0.76,3.06,2.64,2.84,2.57,0.47,4.48,0.29,1.02,3.27,1.81,1.99,,1.89,4.71,3.04,2.78,2.51,0.66,2.16,0.19,3.32,1.29,2.37,1.72,2.88,1.01,2.6,2.71,2.58,2.54,4.53,4.11,3.24,2.18,3.11,3.63,3.52,0.15,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,5.54,4.63,,1.13,1.21,0.76,1.49,6.62,4.66,3.57,3.04,2.07,7.59,4.22,3.17,0.48,8.2,,2.54,4.6,1.09,3.2,4.09,6.88,3.33,1.1,3.25,2.82,4.73,2.64,1.49,0.38,1.31,8.03,1.26,2.67,3.22,3.56,2.67,4.91,1.4,1.55,5.38,3.77,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,5.6,1.91,,3.84,1.79,1.1,2.05,3.08,3.25,3.63,7.65,3.27,4.1,6.96,5.91,4.54,1.05,,3.31,6.87,4.3,1.51,3.74,6.3,7.44,3.75,2.04,1.48,5.7,0.24,4.81,1.61,2.24,4.45,7.37,5.71,4.61,2.12,6.17,1.45,0.73,3.62,1.94,5.03,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
