BREDHURST VICARAGE,,,,,,,,,,,,
Grid ref,TQ796622,Long,0.576600,Lat,51.330532,,,,,,,
Station no,RR8305,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.15,0.87,,
February,,,,,,,,,1.02,1.00,,
March,,,,,,,,,2.23,3.63,,
April,,,,,,,,,2.72,1.65,,
May,,,,,,,,,2.15,1.39,,
June,,,,,,,,,2.07,2.94,,
July,,,,,,,,,3.10,3.82,,
August,,,,,,,,,3.70,2.45,,
September,,,,,,,,,1.15,3.51,,
October,,,,,,,,,1.78,5.73,,
November,,,,,,,,1.76,1.19,1.22,,
December,,,,,,,,2.42,2.22,3.51,,
Total,,,,,,,,,24.48,31.72,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.18,24.48,31.72,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
