"HAYES HAYES PLACE",,,,,,,,,,,,
Grid ref,TQ404663,Long,0.015964,Lat,51.378398,,,,,,,
Station no,RR4516,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.52,1.92,4.25,1.02,4.29,1.69,1.60,1.28,,
February,,,0.62,1.91,3.57,1.16,2.61,1.53,1.33,0.69,,
March,,,2.00,2.53,1.71,3.76,1.11,0.90,2.78,3.92,,
April,,,0.45,1.93,1.07,1.77,0.55,3.39,2.74,1.76,,
May,,,2.12,2.21,1.99,1.12,1.43,1.90,2.04,1.30,,
June,,,2.65,7.39,0.95,6.44,2.25,1.86,2.13,3.52,,
July,,,1.00,5.50,1.37,0.76,0.82,0.83,3.75,3.39,,
August,,,2.37,3.87,1.65,2.36,1.10,1.79,3.46,2.03,,
September,,,0.45,2.03,1.33,2.09,1.62,0.46,1.56,3.33,,
October,,,1.12,6.08,2.14,1.43,4.08,3.65,2.12,4.79,,
November,,,1.16,2.40,1.29,4.15,4.58,2.30,0.92,1.00,,
December,,,1.30,2.12,2.59,0.57,1.62,3.04,2.59,3.31,,
Total,,,15.76,39.89,23.91,26.63,26.06,23.34,27.02,30.32,,
Calc annual,0.00,0.00,15.76,39.89,23.91,26.63,26.06,23.34,27.02,30.32,,
Difference,NaN,NaN,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
