HAYES-HAYES-PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ404663,Long,0.015964,Lat,51.378398,Elevation,230,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,0.52,1.92,4.25,1.02,4.29,1.69,1.6,1.28,2.44,1.36,3.23,4.09,0.64,4.23,1.17,1.31,3.24,3.37,3.16,2.06,3.25,1.56,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,0.62,1.91,3.57,1.16,2.61,1.53,1.33,0.69,4.03,1.24,2.13,0.87,3.84,5.08,4.74,1,0.92,2.68,0.63,0.28,2.51,4.25,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2,2.53,1.71,3.76,1.11,0.9,2.78,3.92,1.63,2.11,3.92,2.78,4.76,0.49,4.63,1.43,1.04,3.63,1.42,1.61,2.18,2.48,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.45,1.93,1.07,1.77,0.55,3.39,2.74,1.76,1.87,2.17,0.06,2.8,1.01,1.94,1.51,2.17,3.7,3.34,3.23,1.54,3.87,1.99,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,2.12,2.21,1.99,1.12,1.43,1.9,2.04,1.3,2.34,1.26,1.27,0.86,1.37,3.11,3.03,1.99,2.69,0.06,0.77,1.5,2.36,2.7,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.65,7.39,0.95,6.44,2.25,1.86,2.13,3.52,2.48,2.09,3.17,0.42,0.99,0.56,3.14,1.45,1.08,1.19,1.76,0.39,1.76,0.58,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1,5.5,1.37,0.76,0.82,0.83,3.75,3.39,2.59,0.5,1.35,1.47,1.62,3.13,1.27,4.59,5.36,2.17,4.14,0.22,3.18,2.9,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.37,3.87,1.65,2.36,1.1,1.79,3.46,2.03,2.44,1.81,5.18,2.01,1.51,2.68,3.39,4.87,1.14,2.65,1.42,1.15,2.41,2.71,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,0.45,2.03,1.33,2.09,1.62,0.46,1.56,3.33,1.04,1.19,3.22,1.46,0.57,2.08,1.12,1.41,4.81,1.34,3.87,1.53,2.18,1.35,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,1.12,6.08,2.14,1.43,4.08,3.65,2.12,4.79,3.03,3.62,2.68,4.15,1.75,2.1,3.94,3.35,1.97,0.96,1.05,0.8,1.37,6.12,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
