"RENTON (CARMAN FILTERS)",,,,,,,,,,,,
Grid ref,NS374787,Long,-4.607179,Lat,55.973672,,,,,,,
Station no,5325,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.09,5.74,2.28,6.10,3.37,4.26,7.33,6.17,2.10,3.64,,
February,3.15,2.40,2.29,4.16,1.56,0.98,3.60,2.91,1.73,4.90,,
March,3.17,3.65,2.18,3.92,2.87,3.27,4.93,1.59,3.29,2.46,,
April,2.63,2.35,2.11,2.82,2.22,1.42,1.72,1.79,3.66,4.55,,
May,2.22,2.09,2.43,4.35,3.27,2.23,2.42,3.96,1.94,2.93,,
June,2.09,3.87,1.14,3.17,2.59,2.58,2.21,3.51,3.63,3.42,,
July,2.95,3.29,5.33,3.32,1.85,4.70,5.24,6.35,3.99,4.58,,
August,4.77,4.15,3.58,5.62,1.04,5.57,5.14,6.64,1.03,4.09,,
September,4.07,2.82,4.21,7.07,4.30,5.62,3.34,4.71,1.97,3.14,,
October,1.36,6.47,3.45,9.59,4.82,4.11,4.94,5.03,5.19,2.68,,
November,8.43,2.68,7.71,7.13,2.82,2.27,1.96,2.03,5.91,5.73,,
December,7.99,5.49,5.47,6.04,7.24,6.90,6.16,7.08,7.69,5.32,,
Total,47.92,45.00,42.18,63.29,37.95,43.91,48.99,51.77,42.13,47.44,,
Calc annual,47.92,45.00,42.18,63.29,37.95,43.91,48.99,51.77,42.13,47.44,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
