BRADFORD (HAROLD PARK),,,,,,,,,,,,
Grid ref,SE150292,Long,-1.773964,Lat,53.758945,,,,,,,
Station no,3249/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,3.12,5.56,,
February,,,,,,,,4.91,0.16,2.29,,
March,,,,,,,,2.17,1.18,2.18,,
April,,,,,,,,0.72,3.66,1.30,,
May,,,,,,,,4.26,1.17,1.37,,
June,,,,,,,,5.02,2.41,0.97,,
July,,,,,,,,4.32,2.66,4.17,,
August,,,,,,,,3.21,0.70,4.98,,
September,,,,,,,,3.95,0.34,2.15,,
October,,,,,,,,2.68,3.34,5.79,,
November,,,,,,,,0.98,4.01,5.85,,
December,,,,,,,,4.32,5.37,3.36,,
Total,,,,,,,,,28.12,39.97,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.54,28.12,39.97,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
