WHITTINGTON (OLD HALL),,,,,,,,,,,,
Grid ref,SK162083,Long,-1.761860,Lat,52.672168,,,,,,,
Station no,2339/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.31,3.26,0.80,0.90,2.48,3.79,0.96,2.28,3.23,,,
February,2.16,0.46,1.38,2.46,2.30,0.61,2.18,4.10,0.14,,,
March,3.79,1.90,1.15,2.25,2.97,1.07,2.07,1.53,1.67,,,
April,1.62,2.62,2.09,0.44,1.09,1.33,0.18,0.64,3.02,,,
May,3.49,2.33,2.15,1.73,3.85,0.57,0.85,1.73,0.47,,,
June,1.39,1.68,1.60,3.03,2.59,1.69,1.06,4.84,0.89,,,
July,0.63,1.50,1.97,2.96,0.74,2.77,2.57,5.34,,,,
August,5.81,1.60,2.01,5.29,0.68,4.41,3.66,2.25,,,,
September,1.87,0.94,2.05,1.46,1.44,2.03,5.58,2.67,,,,
October,0.70,3.19,2.06,3.53,1.67,1.62,1.40,2.98,,,,
November,5.23,1.60,1.42,5.02,2.33,0.92,2.00,1.59,,,,
December,2.01,2.77,1.22,2.47,1.63,3.54,1.58,2.88,,,,
Total,31.01,23.85,19.90,31.54,23.77,24.35,24.09,32.83,,,,
Calc annual,31.01,23.85,19.90,31.54,23.77,24.35,24.09,32.83,9.42,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,NaN,NaN,,
