BRUTON SUNNY HILL,,,,,,,,,,,,
Grid ref,ST673334,Long,-2.468373,Lat,51.098965,,,,,,,
Station no,RR7657,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,5.99,0.86,1.75,1.21,,
February,,,,,,,2.95,1.83,1.68,0.75,,
March,,,,,,,2.04,0.87,3.45,4.02,,
April,,,,,,,1.16,4.65,2.58,2.07,,
May,,,,,,,3.46,2.10,2.26,1.22,,
June,,,,,,,2.76,2.25,0.41,2.71,,
July,,,,,,,1.01,1.89,2.17,3.68,,
August,,,,,,,1.78,2.49,2.96,2.49,,
September,,,,,,,1.12,0.89,2.47,3.40,,
October,,,,,,,5.46,6.30,2.13,5.62,,
November,,,,,,,3.86,3.50,1.38,0.87,,
December,,,,,,,2.28,4.75,2.89,4.13,,
Total,,,,,,,33.87,32.38,26.13,32.17,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,33.87,32.38,26.13,32.17,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,,
