PENFFORDD COUNCIL SCHOOL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6451,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,5.99,4.93,2.89,,3.11,,,,,,
February,,0.30,3.82,11.09,,6.50,,,,,,
March,,4.91,4.15,2.18,,1.68,,,,,,
April,,0.64,3.27,3.72,,3.05,,,,,,
May,,2.07,2.35,2.19,,6.29,,,,,,
June,,0.09,1.26,1.27,,0.02,,,,,,
July,,2.23,7.06,4.36,,,,,,,,
August,,6.79,3.78,5.36,,,,,,,,
September,,1.91,5.03,3.73,,,,,,,,
October,,2.77,2.45,6.87,,,,,,,,
November,,4.43,1.55,4.67,,,,,,,,
December,,2.84,5.06,6.30,,,,,,,,
Total,,34.97,44.71,54.63,,,,,,,,
Calc annual,0.00,34.97,44.71,54.63,0.00,20.65,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
