BANSTEAD-GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ257607,Long,-0.197112,Lat,51.331511,Elevation,420,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,134/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,3.82,2.12,3.03,2.38,2.56,1.37,5.83,6.08,3.01,5.44,2.51,2.39,3.05,6.22,1.89,1.86,2.44,2.31,3.97,1.34,1.13,3.55,,,,,,,,,
February,,,,,,,,,,,1,2.03,0.56,3.59,0.41,3.77,2.59,4.94,0.87,1.68,2.2,2.79,0.68,1.97,0.9,1.75,2.58,1.43,1.7,1.41,5.4,8.17,,,,,,,,,
March,,,,,,,,,,,2.02,0.46,1.78,3.73,2.86,0.4,1.63,4.31,0.46,1.55,3.59,3.63,2.12,0.35,0.11,1.22,1.32,5.63,1.17,1.05,1.48,3.45,,,,,,,,,
April,,,,,,,,,,0.5,2.05,4.92,3,0.85,3.32,3.54,1.83,2.79,0.34,2.99,1.99,2.04,1.72,1.24,1.62,1.31,2.65,2.15,1.73,1.94,3.03,3.4,,,,,,,,,
May,,,,,,,,,,1.77,3.43,2.99,4.58,4.84,0.79,1.52,0.63,2.89,2.23,2.25,1.19,2.09,3.57,2.76,0.76,2.67,3.74,1.82,2.27,2.18,1.77,2.2,,,,,,,,,
June,,,,,,,,,,1.17,0.6,1.17,1.47,1.64,1.04,4.55,3.5,1.95,0.72,1.08,0.48,2.51,0.35,1.69,2.21,1.77,2.64,2.9,2.63,0.82,1.75,1.16,,,,,,,,,
July,,,,,,,,,,1.85,3.09,3.03,2.58,2.35,1.7,1.19,4.56,1.18,2.17,2.53,2.66,3.4,2.28,1.52,2.9,3.76,2,1.77,1.38,0.59,3.76,2.8,,,,,,,,,
August,,,,,,,,,,2.07,3.72,4.83,1.45,0.96,1.97,3.09,1.58,1.11,2.11,4.07,0.15,4.34,2.57,1.61,2.83,1.68,4.95,0.35,4.21,1.45,2.23,3.54,,,,,,,,,
September,,,,,,,,,,0.08,4.37,2.56,2.14,3.35,1.77,3.93,3.25,2.87,2.79,2.41,1.64,0.41,2.17,1.73,2.62,2.44,3.64,1.64,1.87,0.52,3.07,3.04,,,,,,,,,
October,,,,,,,,,,3.19,1.5,0.95,5.71,2.24,1.99,3.89,2.55,3.62,2.97,6.68,3.49,1.15,4.38,3.49,3.95,3.18,1.48,0.45,1.97,6.69,0.57,1.08,,,,,,,,,
November,,,,,,,,,,6.94,4.71,3.37,1.36,1.43,2.9,5.88,4.55,1.84,4.11,4.92,8.08,3.01,2.31,1.61,4.22,0.37,4.71,1.24,1.85,3.31,6.37,7.19,,,,,,,,,
December,,,,,,,,,,7.79,2.69,0.87,0.96,0.69,7.85,4.59,3.67,5.14,3.96,1.89,1.61,2.05,3.48,2.08,3.02,4.16,3.34,3.24,4.22,1.52,1.92,2.79,,,,,,,,,
Total,,,,,,,,,,,33,29.3,28.62,28.05,29.16,37.72,36.17,38.72,25.74,37.49,29.59,29.81,28.68,26.27,27.03,26.17,35.49,24.93,28.97,22.82,32.48,42.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952 Gardener left Home owner not interested Station terminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assume gauge in kitchen garden which matches NGR but not given elevation of 390ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
