"BANSTEAD GRANGE, SURREY",,,,,,,,,,,,
Grid ref,TQ257607,Long,-0.197112,Lat,51.331511,,,,,,,
Station no,134/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.55,,,,,,,,,,,
February,8.17,,,,,,,,,,,
March,3.45,,,,,,,,,,,
April,3.40,,,,,,,,,,,
May,2.20,,,,,,,,,,,
June,1.16,,,,,,,,,,,
July,2.80,,,,,,,,,,,
August,3.54,,,,,,,,,,,
September,3.04,,,,,,,,,,,
October,1.08,,,,,,,,,,,
November,7.19,,,,,,,,,,,
December,2.79,,,,,,,,,,,
Total,42.37,,,,,,,,,,,
Calc annual,42.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
