TAUNTON-FULLANDS-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST237230,Long,-3.0887521,Lat,51.00131,Elevation,96,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,2.78,4.82,4.85,3.78,3.2,1.44,2.79,5.59,4.63,2.1,3.02,0.79,5.25,0.68,2.72,0.82,1.71,1.51,2.91,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.3,4,1.89,0.82,2.94,1.95,1.22,2.92,1.88,2.14,2.45,2.25,1.52,0.51,2.72,3.69,2.75,1.44,4.68,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.2,3.39,3.81,2.77,1.28,1.41,1.55,2.51,3.66,0.56,0.49,4.07,1.85,1.39,0.36,1.06,1.3,1.08,0.53,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,0.95,1.91,1.83,1.77,0.51,0.45,3.24,2.87,0.7,2.09,1.69,3.39,3.14,2.81,3.05,2.17,1.08,3.59,1.02,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.26,1.64,2.87,0.95,4.63,1.08,0.75,2.16,0.88,1.02,2.8,0.25,2.54,4.71,2.79,1.06,1.32,1.68,1.05,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.47,0.77,1.39,0.61,0.91,0.78,1.93,2.75,1.75,1.06,2.47,1.02,0.92,2.24,4.81,1.72,2.29,3.38,1.73,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.97,1.79,3.35,1.26,0.44,0.19,2.99,3.25,2,0.9,4.54,0.48,2.74,3.76,2.46,6.45,1.65,2.51,2.57,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,4.45,1.68,1.47,5.65,0.24,2.42,1.33,1.67,3.96,1.66,2.09,2.31,3.06,4.82,4.29,0.26,5.52,2.51,1.12,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0,6.87,1.66,3.58,3.27,1.17,2.65,1.99,2.22,4.65,2.65,4.35,2.04,1.82,2.05,3.01,2.9,2.78,3.52,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,6.67,1.89,3.38,2.72,2.9,3.9,2.95,4.54,2.54,4.77,6.59,4.04,1.62,4.17,1.39,5.29,2.36,7.24,2.62,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,3.95,1.14,0.81,1.34,1.56,3.02,1.35,4.36,3.32,2.21,4.49,4.08,5.14,4.24,0.38,2.24,2.35,3.61,3.63,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,2.62,2.06,1.49,5.23,3.13,1.62,2.15,5.52,0.35,2.6,0.48,8.36,1.38,1.73,0.75,3.08,2.77,3.03,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
