HILLINGTON (THE RECTORY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF722254,Long,0.5527678,Lat,52.798674,Elevation,89,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.33,3.97,2.06,1.75,,,,,1.44,2.16,1.55,3.27,2.06,1.15,,,,,,,,,,,2.76,2.45,1.09,2.02,2.46,3.91,1.71,1.7,1.52,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.1,1.12,1.76,2.13,,,,,1.29,1.4,2.66,2.77,1.37,2.27,,,,,,,,,,,0.74,0.11,2.47,3.2,1.36,0.04,0.73,2.51,1.08,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,1.35,1.18,1.75,3.31,,,,,1.02,0.57,2.53,1.93,0.67,0.74,,,,,,,,,,,3.19,1.43,0.94,0.27,0.92,2.46,3.46,2.56,2.46,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.25,1.77,2.07,1.24,,,,,1.36,0.59,4.68,2.29,1.05,2.55,,,,,,,,,,,0.45,0.74,1.8,0.12,2.25,1.4,1.45,1.84,1.43,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.43,1.77,3.06,0.32,3.22,,,,,1.1,1.27,0.92,1.39,3.95,3.15,,,,,,,,,,,1.82,3.21,1.89,0.57,2.07,1.96,1.08,1.21,2.58,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1,2.65,1.13,0.47,1.49,,,,,1.63,2.42,2.71,1.55,2.05,4.34,,,,,,,,,,,2.82,2.06,2.55,1.56,3.55,1.06,2.29,1.9,2.26,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.22,2.24,4.11,0.07,0.76,,,,,0.99,6.83,3.61,2.46,0.81,5.53,,,,,,,,,,,3.35,3.62,2.78,4.35,3.39,2.73,2.6,1,0.86,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,4.41,2.95,1.45,2.63,1.87,,,,,2.35,1,2.3,3.25,5.59,3.41,,,,,,,,,,,2.66,4.37,2.12,1.42,2.25,3.72,2.39,3.57,2.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.35,2.89,2.56,2.74,3.74,,,,,2.11,2.17,4.59,1.4,1.96,3.32,,,,,,,,,,,0.73,1.26,1.85,0.93,2.15,0.77,3.91,4.88,0.19,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,5.72,0.61,2.21,3.17,2.2,,,,,2.27,2.31,0.73,2.06,2.86,1.21,,,,,,,,,,,1.48,4.3,6.66,1.97,3.28,2.98,4.81,1.3,2.61,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,1.89,2.29,1.05,1.58,1.64,,,,,2.36,5.3,2.48,3.39,7.59,1.81,,,,,,,,,,,3.05,2.12,1.81,4.06,3.16,3.18,1.09,1.82,2.53,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,1.21,2.32,2.85,4.99,4.88,,,,,2.52,1.95,3.68,1.9,2.02,0.63,,,,,,,,,,,0.52,3.36,1.13,1.91,3.22,2.22,4.02,1.98,2.23,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,25.75,26.46,23.61,28.23,,,,,20.44,27.97,32.44,27.66,31.98,30.11,,,,,,,,,,,23.57,29.03,27.09,22.38,30.06,26.43,29.54,26.27,22.08,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
