MOFFAT ERICSTANE Fleming gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid Ref,NT072109,Long,-3.466271,Lat,55.383263,Elevation,580,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,5.55,5.59,14.78,11.6,,,3.9,14.8,6.3,1.6,3,1,5.65,9.2,10.7,5.3,6.75,4.35,4.65,3.4,10.7,4.8,5.6,3.6,11.5,3.6,3.2,1.9,3.8,6.9,7.2,3.7,4.6,,5.6,,,,,
February,7.59,6.88,7.11,1.3,,,6.9,5.2,3.8,3,7.6,4.2,6.7,7.8,9.25,9.7,3.6,3.45,1.2,2.8,0.4,0.9,3.35,8.5,12.8,1.3,3.8,5.7,5,5.3,3.7,1.9,2.2,,4.4,,,,,
March,2.43,4.57,5.76,3.4,,,7.5,2.7,3.2,3.5,2.9,4.3,5.6,3.65,6.6,3.85,6.05,1.2,3.9,2.8,2.8,4.35,1.2,2,3.9,6.5,6.2,8.8,1.8,5.5,0.4,3.25,3,,4.2,,,,,
April,1.85,3.66,1.52,0.3,,,3.7,3.3,1.6,1.4,6.6,1.8,7.3,1.8,1.5,3.8,2.5,2.4,3.3,2.4,1.85,2.15,1.3,2,2.5,2.6,2.5,3,4.9,5.2,4.6,4.2,3,,5.6,,,,,
May,5.25,1.16,3.05,2.25,,,0.9,4.1,4.8,2.8,2,4.6,2.85,3,5,2.6,4.85,1.43,2.6,3.05,2.6,2,5.4,3.9,2.4,0.3,0.2,3.4,2.2,3.7,4.4,2.2,2,,3.3,,,,,
June,1.48,3.27,8.69,1.75,,,3.7,4.7,3.5,6.3,1.7,5.6,4.8,2.6,1,1.05,0.6,0.9,1.9,1.4,4,2.4,1.1,2.9,3.1,1.3,3.4,4.7,2.9,1.6,4.7,4,1.3,,4.3,,,,,
July,1.95,5.3,4.51,9.3,,,1,4.2,0.5,4.9,2.2,4.2,8.45,4.25,6.95,1.8,4,4.35,4.1,3.3,2,1.6,2.8,3.4,2.4,7.3,4.6,2.3,0.9,3.5,3.3,1.7,2.5,,3.6,,,,,
August,1.99,3.66,3.84,5.35,,,5.1,4.9,3.8,6.6,1.1,4.7,2.7,6.45,1.5,3.9,2.9,2.4,3.9,4.5,1.4,7.1,6.7,6.1,1.8,3.2,2.5,8.85,5.2,2.3,3.8,5.7,2.8,,5.1,,,,,
September,4.87,1.06,7.45,4.25,,,2.8,3.7,6,6.2,6.4,3.4,4.15,3.3,3.9,8.8,6.05,3.5,2,2.1,3.6,6.6,2.9,2.5,0,0.1,6,3.1,3.3,4.9,4.6,5.2,3.2,,3.8,,,,,
October,8.56,5.49,5.76,7.5,,,6.1,7.9,5.7,2.4,2.1,3,4.3,7.8,4.2,4.7,4.8,1.9,4,6,3.05,8,4.25,4.1,3.7,4.85,4.7,3.1,5.5,4.4,5.7,5.3,3.5,,2.8,,,,,
November,2.63,3.27,9.03,3.9,,,4.4,12.3,2.6,1.5,7.7,11.3,6.75,8,3.5,3.65,8.3,5.1,9.4,2.35,10.1,5.05,6.9,3,8.7,9.5,2.5,4.7,6.7,10.8,5.8,5.2,3.9,,2.4,,,,,
December,1.85,8.19,14.5,5.1,,,11.3,6.3,7.6,4.5,3.7,6.2,6.2,4.6,7.6,3.15,5.6,6.2,7.1,7.8,2.1,11.7,2.7,9.3,7.1,5.5,6.8,,8.6,3.4,13.8,6,7.9,,5,,,,,
Total,46,52.1,86,56,,,57.3,74.1,49.4,44.7,47,54.3,65.45,62.45,61.7,52.3,56,37.18,48.05,41.9,44.6,56.65,44.2,51.3,59.9,46.05,46.4,,50.8,57.5,62,48.35,39.9,,50.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
TYRain_1870-1879_11_pt1-page-033.csv: All of 1874 and 1875 deemed too low on record and in brackets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_14_pt1-page-046.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
TYRain_1890-1899_23_pt1-page-047.csv: Dec 1897 brackets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sept 1894 zero rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
