BRIGHTON-WW-SHOREHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ210068,Long,-0.282581,Lat,50.848076,Elevation,9,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,3.15,4.65,0.62,4.23,1.31,1.2,3.8,5.03,3.87,3.13,4.2,1.69,2.33,3.9,3.7,2.49,5.05,1.63,3.34,2.42,2.83,2.38,2.54,1.06,4.42,5.51,4.19,6.06,2.78,3.82,3.04,6.75,2.53,1.81,2.64,2.62,5.6,1.51,1.35,3.74,2.82,1.44,1.41,4.38,5.77,2.37,4.65,3.54,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.45,1.28,4.04,3.78,4.54,1.55,0.85,2.45,0.74,0.57,2.6,4.53,0.47,3.94,3.56,3.74,1.33,1.87,1.35,2.17,0.16,2.34,0.08,4.45,2.38,5.51,0.82,1.39,3.26,3.54,0.59,1.64,0.96,2.16,3.53,2.29,1.69,1.22,4.9,6,1,1.34,2.69,1.95,0.42,4.76,2.97,0.03,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,4.09,2.95,5.22,0.74,3.51,1.96,1.07,4.71,1.93,1.22,1.53,2.65,1.72,0.58,0.47,3.26,2.15,0.06,2.01,0.53,1.33,2.59,2.94,0.52,1.62,3.62,0.61,1.56,3.17,3.07,3.56,0.47,0.15,1.73,1.39,7.64,0.99,1.4,1.54,4.03,3.05,0.32,3.75,1.04,0.51,1.75,1.95,1.82,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.04,3.11,1.93,1.37,1.11,1.7,2.48,1.99,2.63,0.79,3.32,4.02,2.71,3.38,3.03,2.08,2.72,0.96,2.37,2.98,2.12,0.97,2.94,3.87,2.08,2.93,0.34,2.93,1.38,1.22,1.09,1.48,1.91,1.08,1.81,1.76,1.31,1.39,2.23,2.47,1.64,2.93,0.5,0.33,1.44,0.19,0.94,2.3,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.27,2.06,0.99,3.89,1.57,1.22,1.38,0.24,1.28,1.58,0.76,2.95,3.47,2.73,2.5,0.87,1.21,1.99,1.77,3.3,3.28,2.09,0.53,1.65,0.9,2.4,2.63,1.65,1.65,2.12,2.81,2.41,0.84,2.2,2.92,1.49,2.11,1.65,1.05,2.6,2.4,2.41,1.81,3.83,0.52,0.91,2.93,0.56,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.81,0.97,1.32,0.51,2.69,3.37,1.08,0.69,1.5,0.04,1.97,0.46,3.45,0.11,3.77,4.18,2.36,2.26,0.72,1.84,1.79,2.55,1.42,2.5,3.27,0.67,0.6,1.33,0.32,2.25,0.27,1.56,1.35,2.25,2.8,3.17,2.07,0.62,0.85,2.23,1.18,1.56,3.14,2.03,2.06,1.43,3.15,1.45,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.32,1.27,3.24,1.66,4.34,0.64,2.89,3.24,1.74,4.71,0.31,2.91,1.88,3.69,4.59,1.74,1.73,2.02,2.02,2.21,4.05,3.56,1.45,1.47,0.71,4.1,1.74,1.8,3.16,2.97,3.67,1.95,2.47,2.41,4.78,1.7,1.79,1.89,0.19,3,2.72,1.21,2.94,4.5,0.23,2.8,4.91,2,1.6,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.59,7.25,2.44,0.97,2.09,2.08,5.43,1.72,3.14,1.15,1.5,2.94,3.25,2.85,2.73,2.28,4.6,2.62,2.52,4.09,3.12,0.47,1.52,2.31,4.04,1.06,1.2,1.39,2.8,0.09,5.09,3.28,1.51,1.67,1.58,6.71,0.65,4.65,2,2.33,4.62,2.82,2.08,4.09,1.51,2.99,2.06,6.78,1.97,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.61,2.85,2.4,1.59,3.24,1.66,1.6,5.89,1.23,3.29,0.78,1.83,2.37,3.28,2.73,0.39,6.25,0.9,0.92,2.74,2.09,3.19,3.77,1.87,5.87,2.53,2.03,3.15,0.86,2.14,0.31,2.56,1.67,2.29,2.03,3.37,2.27,1.77,1.8,3.69,3.29,4.05,4.31,3.02,2.54,3.59,3.93,3.91,0.13,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,4.56,3.82,5.23,2.49,3.35,4.89,3.58,1.31,0.67,2.27,1.07,0.75,6.14,4.96,3.66,2.69,1.88,8.3,3.95,3.08,0.43,7.48,1.7,2.4,5.06,1.47,2.53,3.95,6.42,3.95,0.98,3.82,2.7,4.13,3.32,0.66,0.69,2.09,8.21,1.08,1.65,3.43,4.14,2.5,2.8,1.26,1.64,3.33,2.75,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
