ST-MARYBOURNE-BOURNSIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU416506,Long,-1.405301,Lat,51.253057,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.14,1.69,3.65,3.93,3.26,3.04,3.81,1.8,3.39,2.96,4.28,2.98,5.08,1.54,3.8,1.97,2.75,2.36,2.34,0.76,4.89,5.56,2.96,5.29,3.3,3.06,3.17,5.37,2.25,1.67,2.62,2.36,6.78,1.24,0.54,3.14,2.14,1.05,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,5.04,1.21,1.59,2.68,0.7,0.25,2.91,4.41,0.39,4.13,1.87,4.5,2.05,0.74,0.78,2.15,0.17,4.63,0.1,4.07,2.6,5.67,0.59,1.61,3.23,2.19,0.6,1.67,0.67,2.42,2.75,1.21,1.15,1.47,4.84,5.65,0.61,1.62,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.39,2.29,1.03,5.21,2.18,1.44,2.68,2.15,1.32,0.5,0.78,3.63,2.91,0.15,1.05,0.46,2.04,3.32,3.14,0.61,2.56,3.69,0.24,1.26,2.96,3.22,2.12,0.71,0.25,0.84,1.16,6.38,0.98,1.52,1.3,3.76,3.15,0.38,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.69,1.56,2.86,2.08,4.02,0.85,3.22,3.4,3.16,2.47,3.26,2.2,1.84,0.92,2.33,3.48,2.85,1.58,2.1,4.13,2.31,2.4,0.03,2.78,0.91,1.74,1.84,0.87,1.67,1.01,2.22,2.11,1.51,1.52,2.99,3.58,1.81,2.8,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.78,2.68,1.95,0.56,1.31,1.37,0.75,1.6,4.32,4.42,1.93,0.89,1.54,1.49,1.56,2.76,5.69,1.61,0.99,1,0.83,3.42,1.17,1.11,0.74,1.06,3.59,2.49,0.47,2.33,3.28,0.99,4.7,2.9,2.06,2.91,3.26,2.05,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.7,3.24,0.64,0.93,2.29,0.08,1.16,0.34,2.55,0,2.3,2.81,2.19,1.47,0.79,2.24,1.84,4.21,1.11,4.63,2.35,1.58,0.68,1.99,0.48,1.47,0.15,1.64,2.51,3.96,2.89,1.35,2.1,0.33,1.32,0.91,1.37,1.75,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.55,3.94,6.02,1.23,6.68,0.34,4.87,0.88,4.64,4.01,2.26,3.34,1.63,1.26,2.08,3.89,2.75,2.41,1.45,1.68,,1.33,1.77,6.43,3.02,2.49,1.86,1.57,3.5,1.46,1.41,1.45,1.08,3.1,4.57,1.07,0.9,3.69,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,4.1,5.36,2.03,2.87,1.58,1.34,2.92,2.9,2.9,1.93,1.01,3.91,1.96,0.89,2.79,3.54,0.92,0.37,2.58,2.42,0.58,1.16,3.69,1.86,0.25,4.01,3.89,2.27,1.59,1.71,4.65,0.59,3.82,1.98,4.35,5.12,2.52,1.86,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.9,2.15,5.53,2.83,1.49,1.18,1.61,1.73,4.56,3.26,1.18,6.09,1.69,0.54,3.13,2.22,4.21,2.53,2.02,4.2,2.8,1.64,1.04,1.69,1.63,0.73,1.97,1.52,2.42,1.95,5.89,1.15,2.75,2.41,3.87,3.28,2.82,2.42,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,5.22,5.13,1.47,1.24,3.17,0.72,1.22,6.28,4.65,3.4,2.7,2.5,5.83,3.19,1.91,0.57,4.41,2.14,1.28,4,2.23,4.12,3.31,4.9,3.08,1.53,4.06,4.14,4.64,4.4,0.82,0.64,2.46,6.07,0.69,0.75,4.71,3.63,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
