SCAFEL PIKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY215071,Long,-3.212,Lat,54.4539,Elevation,3200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,,,-999,,1.5,3.35,,,,,,8.2,10,-999,-999,-999,,,,,,,,,,,,2,,
February,,,,,,,,,,,4,,-999,1.5,,,,,,,,0.2,-999,-999,-999,-999,,,,,,,,,,,,1.7,,
March,,,,,,,,,,,4,,-999,,,,,,,,,-999,-999,-999,-999,-999,,,,,,,,,,,,6.1,,
April,,,,,,,,,,,1.6,6.3,10.2,7.7,4.1,19,4.25,,,,,-999,-999,1,5.85,-999,,,,,,,,,,,,,,
May,,,,,,,,,,,3.33,7.35,9.5,4.35,10.5,4.3,7.7,3.1,3.2,6.3,6,3.5,-999,6,6.2,1.1,,,,,,,,,,,,,,
June,,,,,,,,,,,7.3,6,11.3,7.45,2,7.2,4.86,2.05,2.55,1.86,18.35,3.65,8.05,5.1,10.25,3.5,,,,,,,,,,,,,,
July,,,,,,,,,,,7.62,6.6,19.7,6.4,7.1,13.2,13.45,10,10.3,13.9,16,5.3,7.5,12.1,8.05,12.2,,,,,,,,,,,,5.77,,
August,,,,,,,,,,,2.25,13.2,7.2,14.8,3.3,8.4,10.45,3.75,9.4,11.73,15.75,21.15,20.15,14.1,15.1,17.3,,,,,,,,,,,,12.25,,
September,,,,,,,,,,,7,6.7,10.88,12.1,13.7,12.14,,13.7,,7.4,16,24.65,26.05,10.2,0.25,6,,,,,,,,,,,6.9,2.43,,
October,,,,,,,,,,9,,,6.1,13.5,10,,,6.3,,16.55,9.6,13.35,-999,16.3,16.05,-999,,,,,,,,,,,15.9,18.52,,
November,,,,,,,,,,2.3,8.36,16.5,7.4,7.1,,,10,,15.3,,-999,-999,-999,-999,-999,-999,,,,,,,,,,,11.27,,,
December,,,,,,,,,,9.2,8.5,2.8,9.6,10,,14.1,6.15,,12.3,16.1,-999,-999,6.1,-999,-999,-999,,,,,,,,,,,,,,
Total,,,,,,,,,,,,,111.28,,,,,,,,,110.5,120.28,112.75,122.35,93.75,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_09_pt3-page-006.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_TYRain_1880-1889_12_pt1-page-093.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1887 Jan-April bracketed, 12.40""; Nov-Dec bracketed 5.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note saying 1887 winter months too small doubtless owing to snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_TYRain_1890-1899_18_pt1-page-251.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1890 Nov/Dec bracketed 15.10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891 Mar/April bracketed 8.10; Nov/Dec bracketed 22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892 Feb-May bracketed 20.23; Oct-Nov bracketed 22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893 Jan-Mar bracketed 20.20; Nov-Dec bracketed 27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894 Jan-Mar bracketed 35.00; Nov-Dec bracketed 25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1895 Jan-Apr bracketed 24.2""; Oct-Dec bracketed 29.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_23_pt1-page-125.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
