CHELTENHAM HEWLETTS RESERVOIR,,,,,,,,,,,,
Grid ref,SO974221,Long,-2.039192,Lat,51.897440,,,,,,,
Station no,2175,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.45,1.12,0.74,2.97,3.02,0.82,4.35,0.97,1.14,0.75,,
February,5.78,1.35,1.10,1.27,4.01,0.97,1.20,1.21,0.86,0.48,,
March,1.14,2.55,1.69,3.59,1.46,3.88,1.11,0.61,3.05,3.12,,
April,0.84,2.96,2.33,2.85,1.14,2.42,0.63,2.79,2.19,1.79,,
May,2.15,1.31,1.91,4.38,2.59,0.32,1.91,2.78,1.50,0.93,,
June,1.63,2.19,3.20,4.24,1.09,4.33,3.13,2.10,1.04,3.38,,
July,1.76,3.17,1.24,4.72,2.51,1.07,1.28,4.56,1.91,2.36,,
August,2.98,1.67,2.74,2.87,1.80,4.41,1.01,2.27,3.62,2.10,,
September,0.39,1.55,1.81,2.34,2.34,1.25,0.45,0.50,1.15,3.38,,
October,2.94,1.23,2.45,6.45,0.52,1.45,3.94,6.55,1.31,3.77,,
November,1.77,1.61,2.17,1.88,1.48,3.03,3.63,1.52,1.09,1.04,,
December,5.25,4.49,1.88,1.32,1.77,0.56,1.80,3.80,1.62,3.23,,
Total,30.08,25.20,23.26,38.88,23.73,24.51,24.44,29.66,20.48,26.33,,
Calc annual,30.08,25.20,23.26,38.88,23.73,24.51,24.44,29.66,20.48,26.33,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
