"SWINDON, WROUGHTON",,,,,,,,,,,,
Grid ref,SU138802,Long,-1.802498,Lat,51.520552,,,,,,,
Station no,1535,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.85,1.46,1.26,3.18,3.95,0.56,3.49,,,,,
February,5.23,0.72,0.97,1.85,3.40,0.56,2.15,,,,,
March,1.17,1.69,1.36,4.03,1.42,3.73,1.81,,,,,
April,1.43,2.25,1.16,2.58,1.91,2.54,0.75,,,,,
May,1.63,1.92,2.15,4.22,2.39,0.13,1.95,,,,,
June,2.17,1.87,3.37,5.91,1.07,3.43,3.29,,,,,
July,0.79,3.76,1.33,2.33,2.55,1.24,0.80,,,,,
August,2.27,2.31,3.68,4.16,2.57,3.26,1.55,,,,,
September,0.72,1.96,1.09,2.61,1.35,1.28,0.84,,,,,
October,2.53,1.57,1.77,6.20,0.90,1.94,5.43,,,,,
November,2.28,0.60,2.05,2.03,1.96,3.74,3.79,,,,,
December,4.20,4.20,2.24,1.83,1.73,1.26,2.01,,,,,
Total,27.27,24.31,22.43,40.93,25.20,23.67,27.86,,,,,
Calc annual,27.27,24.31,22.43,40.93,25.20,23.67,27.86,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,NaN,NaN,NaN,,
