SALTERFORTH (BARNOLDSWICK W.W.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD880440,Long,-2.184075,Lat,53.892037,Elevation,832,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,2.19,4.3,4.84,4.47,7.84,6.84,3.55,4.19,5.29,5.32,10.73,4.38,5.18,3.87,4.46,5.31,5.2,12.58,1.97,8.37,5.84,6.54,3.48,5.4,2.4,3.78,4.82,7.98,6.16,2.42,1.27,4.28,5.88,8.44,3.68,3.68,4.3,9.74,3.75,3.78,5.47,5.38,1.77,4.52,2.67,4.19,5.51,3.76,2.78,3.81
February,,7.63,1.93,2.51,3.1,4.92,6.76,1.28,9.12,0.82,4.53,0.37,6.3,5.72,0.75,8.36,4.52,1.96,8.39,0.78,0.75,6.68,0.22,4.47,0.51,8.2,2.12,6.95,2.69,5.08,2.5,4.45,1.7,3.54,2.85,6.54,6.55,0.82,4.38,3.11,7.56,3.91,1.41,3.86,3.09,1.57,1.32,2.87,7.58,0.71,2.4
March,,3.03,6.91,7.81,5.32,1.65,3.11,2.46,2.04,6.04,3.45,5.2,3.21,2.27,1.38,1.52,2.34,3.96,2.67,1.2,2.97,0.72,3.39,2.72,3.02,2.04,2.64,2.26,2.1,2.91,3.37,3.39,3.54,2.19,0.73,1.81,1.12,7.67,2.95,1.62,2.65,5.38,3.18,2.47,3.46,1.8,1.58,4.43,1.68,2.05,1.36
April,,3.13,1.53,4.87,1.32,2.54,3.9,2.89,1.51,2.18,5.19,1.29,3.07,3.82,1.62,1.96,2.28,4.55,1.47,1.65,2.82,3.51,5.86,2.17,2.64,3.05,1.6,4.29,0.94,2.17,3.1,1.97,1.84,2.95,3.09,3.91,1.65,3.59,2.82,4.73,4.14,3.12,3.22,3.89,1.18,2.22,2.9,0.58,1.75,3.2,3.08
May,,3.47,2.7,2.83,2.45,1.79,3.39,1.81,1.43,2.67,5.83,2.5,1.81,4.78,7.12,4.27,4.22,2.3,0.86,3.17,2.31,2.37,4.92,2.62,4.31,1.26,0.93,2.54,4.79,1.2,1.73,2.46,2.39,3.1,2.81,5.44,1.57,2.74,1.65,2.31,2.59,2.98,1.95,2.18,3.7,3.98,2,1.89,6.03,1.5,1.58
June,,4.83,6.63,3.18,2.7,0.81,3.54,3.54,2.57,1.5,2.65,0.8,3.25,1.5,3.18,0.06,2.72,4.72,6.4,1.62,2.84,6.62,1.37,2.94,3.53,4.32,3.52,2.6,5.35,4.03,0.75,0.51,1.16,5.07,2.79,5.45,3.85,2.98,6.19,0.83,3.15,1.84,2.89,4.02,3.12,2.95,2.96,2.46,6.49,2.91,1.28
July,,0.51,5.55,3.41,3.82,4.73,3.04,2.52,4.55,2.16,8.06,3.43,5.42,5.23,5.04,1.77,3.15,4.42,2.91,3.73,6.52,4.76,9.77,3.91,3.55,2.36,5,2.81,5.67,7.04,4.69,1.74,5.65,4.41,2.92,2.74,5.36,4.87,2.49,2.43,4.29,3.37,2.29,6.37,6.61,1.37,5.4,6.73,3.74,3.21,8.09
August,,3.58,6.5,1.6,2.76,3.8,3.59,7.07,4.62,3.63,3.04,5.7,6.75,6.36,5.95,4.91,5.31,7.62,6.49,5.62,6.01,4.85,1.34,1.65,4.06,2.05,3.58,2.56,7.63,2.25,2.7,6.04,6.75,6.65,3.3,3.4,9.65,0.23,6.51,3.55,7.43,5.14,6.63,6.35,8.6,1.29,10.52,3.9,5.03,0.72,3.44
September,,4.38,2.39,2.01,3.12,1.18,2.83,3.5,13.79,3.08,2.55,2.75,4.77,6.33,5.32,3.55,4.8,7.11,1.33,2.27,3.47,3.21,6.97,2.74,4.84,8.41,5.54,2.3,2.04,1.23,5.83,0.77,3.95,5.06,5.52,2.62,8.06,4.23,4.62,1.72,8.66,5,5.38,5.23,7.34,3.55,5.28,5.98,4.76,0.37,2.35
October,4.33,4.62,5.04,2.16,2.66,1.44,11.85,8.94,5.3,2.74,1.9,3.45,0.83,6.97,5.13,5.66,5.31,6.08,5.09,7.13,7.57,3.38,8.7,4.6,5.75,12.12,5.42,2.26,13.48,2.54,4,6.98,8.04,3.81,5.63,7.36,1.22,1.21,3.74,5.04,4.4,1.74,3.75,2.18,10.2,3.33,3.13,7.42,3.66,6.6,2.66
