"HASLINGDEN (MITCHELLS RESERVOIR) NO 2",,,,,,,,,,,,
Grid ref,SD790274,Long,-2.319877,Lat,53.742552,,,,,,,
Station no,2948/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,1.81,4.41,2.47,4.07,3.86,4.65,,,,
February,,,1.51,3.19,2.72,1.20,3.86,6.85,,,,
March,,,1.98,3.00,2.31,1.26,3.52,1.87,,,,
April,,,3.76,0.81,2.86,2.86,0.43,1.10,,,,
May,,,2.29,3.26,3.91,1.78,1.72,4.28,,,,
June,,,2.52,3.22,2.94,3.16,1.82,,,,,
July,,,4.78,6.26,1.01,5.77,4.93,,,,,
August,,,5.01,7.69,1.11,11.30,5.48,,,,,
September,,,5.15,5.22,3.23,3.95,6.75,,,,,
October,,,2.32,8.60,2.72,2.79,5.49,,,,,
November,,,5.61,8.04,2.77,2.07,1.91,,,,,
December,,,2.33,6.71,5.78,5.74,4.38,,,,,
Total,,,39.07,60.41,33.83,45.95,44.15,,,,,
Calc annual,0.00,0.00,39.07,60.41,33.83,45.95,44.15,18.75,0.00,0.00,,
Difference,NaN,NaN,0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,,
