HASLINGDEN MITCHELL'S HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD788275,Long,-2.322916,Lat,53.743442,Elevation,990,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.11,3.69,8.01,6.26,2.72,4.04,4.88,4.69,2.39,6.56,2.25,4.3,2.7,5.55,2.4,4.68,5.86,3.9,6.66,4.42,3.43,3.75,6.16,4.75,8.26,4.8,5.4,3.86,3.57,6.35,5.34,12.23,2.29,6.75,4.44,6.16,4.28,4.47,2.56,5.95,4.92,5.74,5.24,3.06,1.22,,,,,,,,,,4.71,5.1,1.54,4.72,2.36,4.19,3.62,5.24,2.92,5.67
February,,,,,,,,2.76,3.15,2.93,5.42,2,1.8,4.75,5,2.71,4.54,2.26,3.42,3.29,5.72,5.84,2.46,2.34,4.3,7.7,5.1,1.28,6.15,1.19,4.58,0.47,5.19,7.77,1.45,7.61,4.49,2.62,5.08,1.12,0.4,3.81,0.27,4.15,0.46,6.79,3.06,7.2,1.78,4.95,2.34,5.06,,,,,,,,,,3.81,1.68,1.54,3.87,2.69,1.24,3.57,6.91,0.52,4.07
March,,,,,,,,4.56,2.49,2.71,0.71,3.9,2.63,6.7,2.72,4.1,3.62,4.31,3.74,2.76,1.19,2.47,7.12,6.53,5.95,2.18,2.51,2.92,2.22,6.26,4.98,4.13,3.6,2.01,1.64,1.73,2.58,4.96,4.39,1.51,3.23,0.51,3.53,2.77,3.07,1.4,2.95,2.31,1.86,2.77,3.45,3.66,,,,,,,,,,5.38,2.26,2.1,2.98,2.1,1.47,3.58,1.73,1.88,0.94
April,,,,,,,,3.42,2.07,4.3,3.17,3.19,3.05,1.86,3.24,3.8,1.79,2.01,2.74,4.38,3.78,3.19,1.27,6.77,1.91,2.41,3.85,2.72,0.97,2.79,5.81,1.79,3.44,4.56,2.2,2.99,2.28,3.67,1.28,1.22,2.48,2.69,4.12,2.12,2.9,3.79,1.19,4.64,0.87,2.57,4.41,1.97,,,,,,,,,,3.02,4.54,3.28,1.01,3,2.95,0.42,1.08,3.43,2.6
May,,,,,,,,2.35,3.46,3.13,2.17,1.29,3.59,3.85,2.96,0.86,4.57,4.62,3.39,2.5,3.44,2.94,2.86,3.93,2.56,1.96,2.64,1.98,2.37,1.96,5.58,3.26,2.15,4.01,6.8,5.02,3.29,1.5,1.56,3.73,1.64,2.69,4.02,2.99,4.21,1.34,1.31,2.9,4.39,1.71,1.2,3.22,,,,,,,,,,2.09,3.56,1.95,3.59,4.32,1.91,1.79,4.75,1.64,2.12
June,,,,,,,,4.28,3.56,1.23,2.57,1.74,1.3,1.58,1.72,2.93,1.11,8.06,1.7,2.8,2.69,4.91,6.37,2.66,2.84,1.37,2.97,2.91,2.27,1.85,2.93,0.52,3.26,1.39,2.75,0.08,2.95,4.31,6.96,1.54,2.52,4.76,1.66,1.89,2.7,5.08,4.29,4.63,4.81,4.08,1.14,0.42,,,,,,,,,,1.44,3.94,2.72,3.31,2.79,3.35,2.08,3.96,3.13,1.47
July,,,,,,,,2.16,1.06,2.64,2.68,1.81,4.1,3.69,1.9,3.24,2.51,2.71,5.97,6.27,4.64,0.6,5.85,1.16,5.7,4.7,4.39,2.07,3.13,2.11,7.39,2.35,5.87,5.18,4.49,2.09,2.82,4.78,2.31,3.26,6.42,2.7,4.73,4.13,2.48,1.86,4.52,2.13,4.56,7.41,5.42,2.72,,,,,,,,,,3.83,2.57,5.03,5.84,1.14,5.61,4.89,3.37,3.52,7.31
August,,,,,,,,5.69,4.94,1.64,5.46,2.45,3.19,5.72,5.07,4.67,4.36,4.95,4.51,3.51,7.67,2.9,8.54,2.28,3.56,4.74,3.51,8.03,3.85,4.18,3.05,6.8,6.37,6.87,7.97,4.53,4.41,6.77,7.5,4.59,6.18,4.96,1.48,2.57,4.86,1.6,3.23,2.9,3.33,3.18,2.82,6.72,,,,,,,,,,6.04,6.35,5.34,8.1,1.15,11.3,6.34,3.95,0.66,7.16
September,,,,,,,,4.75,1.56,8.78,2.34,0.93,1.7,5.77,1.86,3.16,1.62,1,4.45,3.42,0.9,4.39,2.21,1.88,3.93,1.17,2.82,2.51,13.38,2.1,2.95,2.12,4.68,6.71,5.51,4.66,4.62,7.88,1.01,1.94,3.67,3.54,6.72,1.58,4.25,8.6,5.63,1.86,2.35,1.35,4.74,1.73,,,,,,,,,,3.82,4.83,5.22,6.29,3.68,3.67,5.63,4.67,0.26,3.09
October,,,,,,,,2.56,4.45,3.05,6.45,4.3,4.74,9.92,2.17,4.09,8.08,4.92,1.93,5.88,4.21,4.13,5.8,2.45,3.23,1.79,9.67,8.73,4.76,2.35,1.55,3.17,1.22,6.81,5.07,6.33,3.8,4.67,6.51,5.15,4.52,1.92,8.64,5.03,6.26,10.11,5.44,2.5,10.74,2.54,5.18,5.33,,,,,,,,,,1.33,5.4,2.59,9.47,3.46,3.01,5.34,3.7,4.92,3.94
