QUERNMORE BROW TOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD524588,Long,-2.7280438,Lat,54.022991,Elevation,552,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,4.9,2.75,5.25,3,1.41,2.3,7,2.46,2.96,1.68,3.73,1.89,2.53,0.74,4.66,5.6,4.89,1.92,2.87,4.95,4.53,2.48,5.59,2.14,4.6,2.11,5.66,1.63,4.17,3.95,5.14,5.97,4.81,2.94,4.39,5.7,4.66,7.4,4.47,4.96,4.11,3.08,5.62,4.6,11.46,1.83,7.39,6.34,5.17,3.31,,,,,,,
February,,,,,3.3,3.7,0.4,2.5,1.15,2.55,0.85,0.4,1.81,4.68,4.78,0.26,1.77,3.29,3.42,1.95,4.21,1.81,1.06,4.36,4.14,1.87,3.22,1.87,2.66,2.94,5.24,4.86,2.12,2.51,4.74,6.45,4.02,1.31,5.43,1.52,3.36,0.3,5.78,6.37,0.78,6.17,5.22,3.16,5.7,1.1,0.15,4.73,0.04,3.55,,,,,,,
March,,,,,3.2,4.1,4.1,2.1,3.95,3.45,4.6,1.45,0.48,1.64,3.28,4.35,5.56,5.44,1.41,2.1,0.85,3.43,3.17,4.47,2.88,3.38,3.61,4.23,3.1,3.73,1.29,3.02,6.69,4.69,5.44,2.87,1.95,2.48,2.15,6,5.39,4.96,2.86,1.1,1.72,1.31,1.49,3.66,4.17,1.25,3.02,0.61,2.39,2.43,,,,,,,
April,,,,,0.25,1.9,2.6,1.9,2.25,2.1,1.65,2.2,1.47,0.45,1.43,2.47,2.16,2.6,2.81,3.8,2.79,2.37,2.04,2.36,3.82,3.07,1.74,1.75,2.27,4.1,3.17,4,1.04,5.61,1.19,3.3,3.24,1.71,1.2,2.12,6.1,1.61,2.14,3.72,2,2.13,2.12,1.93,2.08,1.26,1.93,2.54,2.62,1.64,,,,,,,
May,,,,,3.25,1.9,4.85,1.55,1.4,4.1,2.25,0.75,5.55,1.47,2.5,0.73,0.52,2.2,2.82,3.29,2.26,1.14,3.57,3.63,3.29,1.43,5.93,4.24,2.56,2.45,2.67,2.74,2.38,2.94,3.37,1.66,3.73,2.01,1.85,1.84,6.1,3.52,4.55,3.27,5.83,3.65,3.01,1.81,0.69,2.3,1.2,2.14,5.82,2.78,,,,,,,
June,,,,,0.9,2.5,1.86,0.3,1.6,1.55,3.65,0.95,3.65,2.48,2.99,2.35,3.2,3.77,2.81,2.13,3.52,2.15,1.27,2.01,1.65,2.04,3.69,8.71,2.67,3.03,2.54,3.59,6.93,3.22,1.74,0.94,2.68,3.18,2.66,2.04,2.46,0.39,3.27,1.25,3.67,0.62,3.68,3.71,8.05,1.66,2.71,7.04,1.17,2.18,,,,,,,
July,,,,,7,2.05,5.6,2.65,7.65,3,2.1,3.3,1.58,3.41,3.15,6.72,4.76,1.66,0.5,2.21,3.23,1.66,4.78,4.41,2.61,2.66,3.07,4.57,4.14,8.5,5.49,1.08,5.88,1.65,5.1,4.77,3.3,2.18,5.51,1.95,6.93,1.23,5.8,5.14,3.19,2.48,4.38,4.32,5.41,4.25,4.24,6.16,8.17,3.4,,,,,,,
August,,,,,1.8,2.85,3.25,1.6,3.3,6.55,,11.09,6.34,4.16,4.6,4.36,3.95,6.2,6.01,2.2,6.15,3.85,3.07,8.13,3.61,4.36,5.59,6.01,4.45,4.14,7.63,4.84,5.43,3.25,3.57,4.53,4.12,9.7,5.19,4.96,2.04,6.62,6.09,5.47,6.29,3.94,3.67,7.18,5.16,7.31,8.07,4.35,1.98,2.56,,,,,,,
September,,,,,4.5,6.1,6.5,4.65,2.55,2.6,4,6.8,7.92,4.91,0.38,0.9,5.58,4.88,1.96,5.51,2.61,1.5,1.42,6.14,1.96,3.94,1.63,1.08,5.26,3.22,0.68,4.33,2.21,3.74,3.16,0.81,3.65,6.74,9.97,3.44,3.43,2.45,4.86,5.12,5.67,3.14,5.73,8.15,2.97,2.96,3.13,3.69,6.25,1.19,,,,,,,
October,,,,,3.9,4,5.8,2.55,2.45,5.25,3.35,5.15,4.46,6.36,3.47,5.02,3.83,2.31,4.16,3.91,7.5,4.77,4.21,9.99,3.5,3.71,8.19,5.75,1.8,6.2,2.76,4.42,4.61,2.88,1.95,1.13,9.39,6.73,5.86,3.25,1.68,2.79,1.14,7.69,5.91,5.89,3.65,4.66,6.76,8.06,9.3,3.35,5.6,5.11,,,,,,,
