HUNSTANTON-LE-STRANGE-ARMS-HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF680424,Long,0.49930092,Lat,52.952671,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1451/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,0.49,,,,,,,,,,,,,,2.18,2.24,1.24,1.71,,,,,,,,,,1.11,1.97,2.52,3.01,2.46,3.53,
February,,,,,,,,,,,,,,,,,,,,,,0.52,1.93,2.44,0.81,,,,,,,,,,0.6,1.86,2.1,2.45,0.64,0.74,
March,,,,,,,,,,,,,,,,,,,,,,0.67,2.22,1,0.45,,,,,,,,,,1.51,0.52,0.42,2.5,0.19,2.07,
April,,,,,,,,,,,,,,,,,,,,,,1.02,2.07,1.03,1.35,,,,,,,,,,1.98,2.75,1.18,2.4,0.19,2.33,
May,,,,,,,,,,,,,,,,,,,,,,1.66,0.91,1.31,2.92,,,,,,,,,,1.34,0.45,1.39,4.49,2.32,0.65,
June,,,,,,,,,,,,,,,,,,,,,,0.36,1.34,0.51,1.14,,,,,,,,,,1.2,2.65,3.2,1.67,1.15,2.83,
July,,,,,,,,,,,,,,,,,,,,,,0.24,3.99,1.5,1.35,,,,,,,,,,1.15,0.5,5.36,2.26,1.8,1.84,
August,,,,,,,,,,,,,,,,,,,,,,1.42,1.83,1.83,1.11,,,,,,,,,0.8,2.09,1.83,1.32,1.04,1.45,1.64,
September,,,,,,,,,,,,,,,,,,,,,,0.27,2.63,1.92,1.73,,,,,,,,,1.67,1.58,2.56,1.83,0.91,2.73,1.37,
October,,,,,,,,,,,,,,,,,,,,,,2.15,1.82,,,,,,,,,,,2.79,1.16,2.99,2.17,1.52,2.03,2.03,
November,,,,,,,,,,,,,,,,,,,,,,2.02,1.28,2.31,,,,,,,,,,1.52,1.37,2.83,2.54,1.91,1.8,3.4,
December,,,,,,,,,,,,,,,,,,,,,,1.16,2.57,2.52,,,,,,,,,,0.55,2.95,1.6,1.31,2.87,2.99,1.86,
Total,,,,,,,,,,,,,,,,,,,,,,13.67,24.83,,,,,,,,,,,,18.04,22.51,25.34,27.03,19.75,24.29,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907 Jan IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923 Oct estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
