CHRISTOW-SMITHACOTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX797848,Long,-3.7024,Lat,50.6507,Elevation,861,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,9.06,1.14,3.55,1.83,1.47,5.48,7.27,8.79,3.48,5.88,2.69,6.46,7.3,6.99,7.08,6.37,3.09,6.55,2.56,,,5.53,1.01,8.34,10.17,6.18,8.83,3.25,7.59,5.58,12.68,3.35,3.62,7.21,7.06,7.75,1.14,1.1,,4.02,0.68,1.62,6.93,3.76,,,,
February,,,,2.02,6.77,8.85,7.95,0.89,2.48,6.48,1.08,0.34,5,12.89,2.21,5.54,2.95,5.39,3.65,2.42,1.76,2.44,,,0.23,4.55,5.74,7.41,1.64,2.44,6.05,6.48,0.44,2.69,0.65,3.31,4.04,3.46,1.47,1.52,7.06,,0.53,1.46,3.6,3.72,0.31,,,,
March,,,,5.75,6.4,0.58,4.21,4.75,1.61,6.07,5.04,2.73,5.28,1.99,2.52,0.64,0.73,4.29,5.24,0.27,3,1.4,,,4.33,1.69,5.98,5.95,0.13,2.4,3.63,4.58,4.14,1.89,0.14,1.29,2.56,9.72,1.84,1.75,2.03,,3.45,0.9,3.8,2.28,1.98,,,,
April,,,,6.13,1.88,0.94,1.09,1.73,2.96,2.4,6.19,0.58,5.07,4.67,5.15,3.99,2.2,2.2,1.99,0.79,2.64,2.89,,,3.87,5.32,2.73,5.05,0.23,3.24,4.4,1.46,2.56,1.3,3.23,0.93,2.98,3.5,2.7,2.85,2.38,1.9,3.06,3.06,0.17,1.17,0.98,,,,
May,,,,4.41,2.04,2.79,1.98,2.58,1.34,1.05,2.05,2.11,0.88,2.43,4.26,4.43,1.15,0.41,0.97,2.65,1.24,2.54,,,2.25,2.76,1.48,3.22,4.08,0.77,1.98,2.83,10.01,4.87,0.51,4.34,7.54,3.94,2.44,2.64,3.38,3.04,2.6,3.48,2.28,3.85,0.9,,,,
June,,,,0.78,1.81,1.59,1.55,4.27,1.25,0.63,1.81,0.16,0.68,0.34,2.04,0.08,3.64,2.45,2.25,2.22,0.58,2.23,,,1.99,5.17,1.37,1.42,1.63,3.15,0.87,2.42,0.55,1.08,2.68,3.05,2.86,2.84,2.61,0.57,1.02,1.02,0.65,2.45,4.28,3.46,1.82,,,,
July,,,,0.6,5.06,3.97,1.17,2.67,3.18,1.43,4.74,1.1,3.77,2.43,3.3,3.57,1.19,5.22,1.52,1.55,1.68,2.99,,,0.59,0.63,7.32,1.08,4.68,6.88,4.38,0.72,1.65,2.3,2.61,3.03,1.09,2.72,1.11,2.59,4.7,2.08,1.23,2.8,2.84,2.45,4.83,,,,
August,,,,0.76,2.25,2.37,5.36,7.26,2.28,3.51,1,1.48,4.11,3.02,2.74,1.41,1.1,3.14,2,1.66,4.26,3.73,,,4.14,2.39,0.14,1.39,5.57,3.39,0.22,4.4,4.91,3.13,4.06,2.27,5.57,1.76,3.44,1.69,5.26,,6.04,2.12,3.38,0.54,3.52,,,,
September,,,,2.71,2.41,1.32,2.98,1.87,5.99,2.24,2.19,0.72,4.04,3.46,5.02,3.48,1.4,4.92,1.58,0.51,5.31,1.2,,,2.9,4.62,3.96,2.36,1.77,0.69,1.52,0.96,3.56,3.96,3,3.88,7.76,2.65,1.66,4.74,4.6,4.8,3.7,5.15,3.16,1.42,8.55,,,,
October,,,,4.84,3.96,6.1,7.43,5.74,2.21,1.62,4.71,1.81,1.34,7.44,6.03,3.83,2.9,2.02,6.65,5.97,4.02,0.72,,,3.36,4.54,1.49,4.09,4.76,6.37,6.16,2.26,3.08,5.94,6.4,5.61,3.6,1.12,4.06,9,1.6,1.43,7.08,4.65,3.34,2.36,2.57,,,,
November,,,,5.11,5.6,3.02,7.59,2.5,5.1,3.56,3.28,5.69,2.79,3.96,4.75,4.28,11.76,3.7,6.28,11.59,6.03,6.87,,,2.54,7.29,4.08,3.07,7.96,10.37,9.23,4.25,1.39,3.24,8.54,1.3,9.52,3.63,2.99,4.41,7.72,8.05,4.15,2.82,9.64,6.14,2.4,,,,
December,,,,3.06,12.53,11.68,4.39,1.43,5.85,7.44,6.42,2.47,7.76,3.97,5.47,6.61,0.64,4.88,5.81,12.02,3.81,1.48,,,16.56,6.68,6.61,4.74,6.63,2.36,3.61,4.4,9.01,3.85,4.58,8.83,6.31,3.59,8.13,1.3,3.85,4.25,3.25,1.18,3.82,6.2,,,,,
Total,,,,45.23,51.85,46.76,47.53,37.16,39.73,43.7,47.3,22.67,46.6,49.29,49.95,45.16,36.65,45.7,44.31,44.74,40.88,31.05,,,48.29,46.65,49.24,49.95,45.26,50.89,45.3,42.35,46.88,46.93,39.75,41.46,61.04,45.99,40.2,34.2,44.7,,39.76,30.75,41.93,40.52,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 Not printed - low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer died - no records for 1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Aug 4th Daily readings discontinued - weekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Jan Readings now only monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Jan Feb Mar Aug estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Not printed as too much estimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 Site good but overgrown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 Apr 10th Gauge stem hissing. Recommend new site in valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 Dec 14th Site changed and trees removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 Low but accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Location unknown, except in centre of large field",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEDA archive has only 1 location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference on sheet seems lower than new location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR given is slightly higher and nearer to house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
