BIRMINGHAM-WW-ARBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN830629,Long,-3.7153498,Lat,52.251796,Elevation,1500,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,10.85,10.2,11.6,7.6,9.3,6.25,9.15,,11.8,10.4,4.55,,8.45,11.7,9.4,5.6,9.8,6.3,18.5,6.1,4.75,8.2,,4,5.7,6.1,10.5,9,8.5,10.3,12.25
February,,,,,,,,,,,0.7,8.7,0.2,7.1,0.75,9.3,4.4,10.4,5.25,8.55,5.7,8.7,2.25,5.95,4,,12.5,3.1,5.1,3.35,11.4,8.5,,5,7,4.9,2,7.8,12.5,1.1,
March,,,,,,,,,,,4.3,1.8,5.6,5.5,6,2.7,4.3,6,2.4,5.45,5.55,4.95,5.5,2,1.2,3.35,2.15,14.6,4.9,5.1,4.6,8.55,4.65,6.1,6.3,5.55,5.5,7.5,2,6,3
April,,,,,,,,,,,4.8,7.55,6.9,1.4,5.4,8,4.3,7.75,1.1,4.7,3.7,2.5,4,2.9,3.15,3.7,2.6,6.2,4.3,6.5,6.85,8.3,4.8,5.3,2.5,5.3,2.9,0.9,3.2,8,6.1
May,,,,,,,,,,,,6.1,6.4,2.4,4.2,2.4,3.25,2.4,4.5,1.5,2.4,5.7,8.2,7.6,2.6,,3.6,4.6,2.9,,2.5,4,4,5,5,7.5,1.5,3.5,5.1,1.8,2.9
June,,,,,,,,,,,2.8,5.1,2.7,6.2,3,7,5.5,2.2,8.1,4.5,0.8,2.1,0.8,5,4.6,,6,3.3,9,0.9,3,2.1,5.4,3,8.3,8.5,4,3.2,5.6,3.1,3.9
July,,,,,,,,,,,10.1,7.6,6.5,6.15,3.6,2,,3.9,8.7,10.65,8.45,4.4,7.4,5.4,5.5,4,5.15,5.4,5.25,1.25,5,3.15,3.5,9.1,9.1,1.5,5.45,10.7,6.7,6.5,7.3
August,,,,,,,,,,,,7.2,2.15,2.9,9.1,3,1.6,1.05,4.9,3.85,2.6,9.55,6.6,6.1,4.7,4,11.1,0.7,7,4.3,11,8.35,7.25,6.5,7.35,1.65,12,12,5,0.9,5.6
September,,,,,,,,,,,9.3,4.3,7.4,1.5,6.7,11,6.8,5.9,3.55,1.5,4.9,1.4,5.4,8.5,7.65,,11.3,4.6,9,2.75,13.7,5.9,5.3,7,9.15,6,8.5,15,10.1,0.7,7.2
October,,,,,,,,,,,,3.7,14.4,9.8,10.9,12.4,7,5.15,11.8,4.5,8.85,8.1,7.75,7.25,11.5,6.1,3.5,2.2,6.25,,3.75,2.3,8.5,4.75,13.9,6.1,5.5,8.5,7.8,12,8.5
November,,,,,,,,,,,11,13.9,7.4,2.3,3.6,11.2,8.2,2.4,11.4,18.7,14.5,6.65,1.35,7.45,12.7,1.2,13.35,9.2,5.45,,9.7,15,4.7,8,15,5.5,5.55,4.6,,10.5,13.5
December,,,,,,,,,,,9.5,5.9,5.5,1.35,15.7,7.2,12.9,6.55,8.8,6.2,7.2,7.3,11.6,4.6,,9,8.55,8.1,13,,7,10.2,8.9,3.1,11,9.6,10,8.5,7,15,
Total,,,,,,,,,,,,82.05,76.75,54.2,78.25,82.45,,,82.3,80.5,69.2,,69.3,74.45,,,89.6,68.3,90.65,,83.25,84.55,,66.85,100.3,68.2,73.4,91.2,,75.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDAS src_id 10467 ARBAN Start 1930 end 1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950s recod and is beside Afon Arban. Altitudes match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb and Mar 1947 adjusted for snow but readings left in this record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
