"HALF MORTON (SOLWAY BANK)",,,,,,,,,,,,
Grid ref,NY308775,Long,-3.085658,Lat,55.087091,,,,,,,
Station no,5037/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.82,3.47,2.67,3.99,4.77,4.06,7.14,5.08,3.28,5.99,,
February,3.41,0.92,1.38,3.38,1.55,1.45,3.94,3.43,1.39,5.58,,
March,4.84,3.86,0.85,4.62,2.56,2.12,4.65,1.39,2.64,1.39,,
April,2.44,4.32,3.89,1.29,2.63,1.25,1.68,1.79,4.23,3.85,,
May,1.32,2.75,2.52,3.97,3.05,3.20,3.30,4.08,1.36,2.72,,
June,1.86,4.33,1.42,5.14,3.46,2.36,1.49,2.73,3.61,2.46,,
July,4.50,2.88,11.58,7.09,3.04,5.64,4.38,5.29,5.02,6.68,,
August,5.52,5.29,6.30,5.59,2.06,9.22,4.25,5.39,0.81,3.59,,
September,6.74,2.64,4.95,7.57,2.92,3.28,5.27,6.86,2.19,3.46,,
October,0.40,4.98,2.59,10.35,3.00,3.41,4.69,4.45,4.91,3.31,,
November,8.56,2.94,9.45,8.10,1.68,2.40,0.99,1.61,5.82,6.75,,
December,7.20,4.45,3.47,5.81,6.78,5.46,3.16,3.01,7.54,4.81,,
Total,52.61,42.83,51.07,66.90,37.50,43.85,44.94,45.11,42.80,50.59,,
Calc annual,52.61,42.83,51.07,66.90,37.50,43.85,44.94,45.11,42.80,50.59,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
