GARSTANG (WINMARLEIGH HALL),,,,,,,,,,,,
Grid ref,SD469480,Long,-2.810100,Lat,53.925396,,,,,,,
Station no,3040/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.67,,,,2.46,3.78,3.58,3.82,2.80,4.65,,
February,3.45,,,,1.86,0.56,3.08,5.08,0.65,2.89,,
March,5.12,,,,1.43,0.96,2.51,1.75,1.97,1.39,,
April,2.07,,,,2.13,1.13,0.48,1.45,2.47,2.56,,
May,1.88,,,2.90,3.13,1.99,2.76,4.07,1.33,3.20,,
June,0.77,,,4.97,3.46,2.76,1.88,4.72,3.64,1.25,,
July,2.22,,,5.82,1.38,4.71,3.76,2.94,3.43,5.56,,
August,4.18,,,6.19,1.06,12.81,4.30,2.75,0.28,4.91,,
September,4.38,,,7.45,2.60,3.01,5.79,4.80,0.34,3.62,,
October,2.08,,,9.41,2.08,2.83,5.89,4.09,3.85,2.89,,
November,7.76,,,5.18,1.87,1.33,0.99,2.48,4.79,8.52,,
December,9.51,,,4.90,4.14,4.00,4.11,3.26,8.15,4.24,,
Total,48.09,,,,27.60,39.87,39.13,41.21,33.70,45.68,,
Calc annual,48.09,0.00,0.00,46.82,27.60,39.87,39.13,41.21,33.70,45.68,,
Difference,0.00,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,,
