GOUDHURST-VICARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ726379,Long,0.464533,Lat,51.114399,Elevation,419,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.78,2.9,5.1,3.13,1.53,3.45,0.95,6.2,1.09,2.5,0.28,1.46,1.37,2.22,2.55,2.19,3.13,1.61,0.7,0.92,2.43,2.03,0.53,2.25,,2.41,0.6,2.15,0.57,2.43,2.9,0.8,0.9,2.4,4.79,1.16,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.14,1.41,1.43,1.86,1.42,0.86,2.46,1.74,1.71,3.45,2.84,2.21,1.51,3.64,1.3,3.18,0.44,0.66,1.46,2.15,1.19,0.05,1.38,3.75,1.41,0.33,0.33,2.24,1.21,2.69,4.73,2.16,1.24,1.57,3.64,0.84,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.05,1.5,2.11,1.91,0.72,0.71,2.63,2.63,1.45,0.78,0.82,1.83,0.86,1.37,1.78,1.18,1.3,1.71,3.32,1.8,2.13,1.77,1.45,0.39,1.35,1.52,2.34,3.78,1.95,0.97,1.07,1.44,1.25,2.51,1.24,3.19,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.38,2.93,1.19,0.47,2.31,0.97,2.44,2.66,3.93,2.92,1.51,0.77,2.94,1.47,1.31,2.13,1.58,1.58,1.74,2.44,2.31,0.41,1.06,0.05,2.27,1.69,0.45,1.7,0.78,2.41,0.99,1.9,0.56,1.86,0.76,2.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.33,0.91,3.78,1.49,1.55,0.89,1.54,1.85,4.88,2.72,0.13,1.24,1.14,2.15,0.51,3.04,2.49,1.89,0.87,1.13,1.49,2.83,0.41,0.66,1.34,0.15,0.32,1.15,3.03,1.8,0.91,1.33,2.13,2.62,1.92,1.86,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,0.3,2.72,2.94,2.22,2.03,2.64,1.12,0.87,1.88,2.48,4.56,2.6,1.9,1.86,1.15,1.04,0.62,1.3,2.87,0.91,1.63,1.59,2.66,0.37,1.73,0.09,3.39,1.41,1.87,0.92,2.19,1.72,2.14,4.85,0.94,4.59,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.15,2.68,2.34,1.81,2.04,5.11,0.61,2.69,,3.41,3.23,1.4,3.46,2.29,1.86,0.49,1.88,0.54,4.17,2.65,2.5,2.77,1.59,2.59,4.28,2.64,0.78,0.63,0.47,1.5,1.49,2.53,1.84,3.98,1.47,1.14,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.41,1.52,1.33,1.61,1.87,1.74,2.99,3.22,3.67,3.62,1.74,3.15,1.52,0.68,0.6,,1.48,2.94,0.44,1.91,3.03,3.61,3.25,0.39,1.87,1.79,2.77,2.67,1.45,0.77,1.89,1.51,3.13,2.9,1.12,2.34,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.78,4.48,1.51,2.4,2.73,1.19,4.04,0.87,1.35,2.41,2.99,2.52,3.37,2.86,4.23,,0.99,2.5,1.26,1.03,1.11,0.52,1.72,2.29,3.23,0.62,6.22,,0.38,2.41,0.71,0.82,0.93,2.35,1.16,2.55,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,5.02,0.94,4.43,4.26,3.57,3.48,1.07,2.88,2.77,0.64,6.6,2.8,6.59,2.5,1.66,3.52,2.52,1.62,2.19,6.29,0.95,5.63,5.77,3.87,4.09,2.99,5.07,,2.58,2,1.98,1.4,1.84,5.05,2.07,2.07,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,1.56,0.43,6.42,2.15,2.19,4.05,2.79,6.76,3.86,0.71,3.64,3.41,2.77,3.66,0.74,2.39,3.02,4.08,4.13,0.95,3.05,2.25,2.61,2.63,4.19,3.92,1.75,1.11,2.89,3.13,2.41,0.66,1.85,2.01,1.7,4.25,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,3.71,1.32,5.79,0.61,2.31,1.52,6.9,2.18,1.6,0.77,2.93,2.81,2.75,1.08,2.88,0.92,4.06,1.92,1.59,1.39,0.81,2.95,1.74,2.23,1.63,2.39,3.69,3.17,2.02,1.55,2.81,4,1.84,1.59,3.16,0.59,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,23.61,23.74,38.37,23.92,24.27,26.61,29.54,34.55,,26.41,31.27,26.2,30.18,25.78,20.57,,23.51,22.35,24.74,23.57,22.63,26.41,24.17,21.47,,20.54,27.71,,19.2,22.58,24.08,20.27,19.65,33.69,23.97,26.78,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875 Sep - Obs expressed doubt over value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878 Jul estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow estimates kept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885 Aug Sep estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897 Sep Oct estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
